indice_tiempo,localidad,origen_pernoctes,pernoctes,observaciones
2022-03-01,Neuquén,Residentes,25265,""
2022-03-01,Neuquén,No residentes,928,""
2022-03-01,Paraná,Total,16838,""
2022-03-01,Paraná,Residentes,15190,""
2022-03-01,Paraná,No residentes,1648,""
2022-03-01,Pinamar,Total,104861,""
2022-03-01,Pinamar,Residentes,104515,""
2022-03-01,Pinamar,No residentes,346,""
2022-03-01,Posadas,Total,21607,""
2022-03-01,Posadas,Residentes,19133,""
2022-03-01,Posadas,No residentes,2474,""
2022-03-01,Puerto Iguazú,Total,103873,""
2022-03-01,Puerto Iguazú,Residentes,92711,""
2022-03-01,Puerto Iguazú,No residentes,11162,""
2022-03-01,Puerto Madryn,Total,25915,""
2022-03-01,Puerto Madryn,Residentes,23863,""
2022-03-01,Puerto Madryn,No residentes,2052,""
2022-03-01,Rafaela,Total,4352,""
2022-03-01,Rafaela,Residentes,4287,""
2022-03-01,Rafaela,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,Resistencia,Total,14798,""
2022-03-01,Resistencia,Residentes,14050,""
2022-03-01,Resistencia,No residentes,748,""
2022-03-01,Rio Gallegos,Total,12479,""
2022-03-01,Rio Gallegos,Residentes,12012,""
2022-03-01,Rio Gallegos,No residentes,467,""
2022-03-01,Rosario,Total,66738,""
2022-03-01,Rosario,Residentes,61075,""
2022-03-01,Rosario,No residentes,5663,""
2022-03-01,Río Cuarto,Total,13246,""
2022-03-01,Río Cuarto,Residentes,13101,""
2022-03-01,Río Cuarto,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,Salta,Total,93506,""
2022-03-01,Salta,Residentes,84856,""
2022-03-01,Salta,No residentes,8650,""
2022-03-01,San Juan,Total,20377,""
2022-03-01,San Juan,Residentes,20094,""
2022-03-01,San Juan,No residentes,283,""
2022-03-01,San Luis,Total,21379,""
2022-03-01,San Luis,Residentes,21241,""
2022-03-01,San Luis,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,San Martín de los Andes,Total,59118,""
2022-03-01,San Martín de los Andes,Residentes,57707,""
2022-03-01,San Martín de los Andes,No residentes,1411,""
2022-03-01,San Rafael,Total,40144,""
2022-03-01,San Rafael,Residentes,39832,""
2022-03-01,San Rafael,No residentes,312,""
2022-03-01,Santa Fe,Total,16692,""
2022-03-01,Santa Fe,Residentes,14059,""
2022-03-01,Santa Fe,No residentes,2633,""
2022-03-01,Santa Rosa,Total,17285,""
2022-03-01,Santa Rosa,Residentes,17084,""
2022-03-01,Santa Rosa,No residentes,201,""
2022-03-01,Santiago del Estero,Total,24479,""
2022-03-01,Santiago del Estero,Residentes,24353,""
2022-03-01,Santiago del Estero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,Tandil,Total,34087,""
2022-03-01,Tandil,Residentes,34085,""
2022-03-01,Tandil,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,Termas,Total,36327,""
2022-03-01,Termas,Residentes,33494,""
2022-03-01,Termas,No residentes,2833,""
2022-03-01,Tucumán,Total,40601,""
2022-03-01,Tucumán,Residentes,38774,""
2022-03-01,Tucumán,No residentes,1827,""
2022-03-01,Ushuaia,Total,95764,""
2022-03-01,Ushuaia,Residentes,85641,""
2022-03-01,Ushuaia,No residentes,10123,""
2022-03-01,Valle de Uco,Total,40102,""
2022-03-01,Valle de Uco,Residentes,35346,""
2022-03-01,Valle de Uco,No residentes,4756,""
2022-03-01,Viedma,Total,5162,""
2022-03-01,Viedma,Residentes,5122,""
2022-03-01,Viedma,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,Villa General Belgrano,Total,51263,""
2022-03-01,Villa General Belgrano,Residentes,51195,""
2022-03-01,Villa General Belgrano,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,Villa Gesell,Total,145611,""
2022-03-01,Villa Gesell,Residentes,145611,""
2022-03-01,Villa Gesell,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-04-01,Bahía Blanca,Total,15584,""
2022-04-01,Bahía Blanca,Residentes,15165,""
2022-04-01,Bahía Blanca,No residentes,419,""
2022-04-01,Bariloche,Total,158266,""
2022-04-01,Bariloche,Residentes,134859,""
2022-04-01,Bariloche,No residentes,23407,""
2022-04-01,CABA,Total,739259,""
2022-04-01,CABA,Residentes,433656,""
2022-04-01,CABA,No residentes,305603,""
2022-04-01,Cafayate,Total,20541,""
2022-04-01,Cafayate,Residentes,18799,""
2022-04-01,Cafayate,No residentes,1742,""
2022-04-01,Calafate,Total,108451,""
2022-04-01,Calafate,Residentes,94293,""
2022-04-01,Calafate,No residentes,14158,""
2022-04-01,Carlos Paz,Total,104078,""
2022-04-01,Carlos Paz,Residentes,103362,""
2022-04-01,Carlos Paz,No residentes,716,""
2022-04-01,Catamarca,Total,8972,""
2022-04-01,Catamarca,Residentes,8830,""
2022-04-01,Catamarca,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-04-01,Corrientes,Total,14222,""
2022-04-01,Corrientes,Residentes,13453,""
2022-04-01,Corrientes,No residentes,769,""
2022-04-01,Córdoba,Total,59571,""
2022-04-01,Córdoba,Residentes,55160,""
2022-04-01,Córdoba,No residentes,4411,""
2022-04-01,Formosa,Total,3446,""
2022-04-01,Formosa,Residentes,2936,""
2022-04-01,Formosa,No residentes,510,""
2022-04-01,Gualeguaychú,Total,20463,""
2022-04-01,Gualeguaychú,Residentes,18814,""
2022-04-01,Gualeguaychú,No residentes,1649,""
2022-04-01,Jujuy,Total,15684,""
2022-04-01,Jujuy,Residentes,14016,""
2022-04-01,Jujuy,No residentes,1668,""
2022-04-01,La Angostura,Total,17152,""
2022-04-01,La Angostura,Residentes,15755,""
2022-04-01,La Angostura,No residentes,1397,""
2022-04-01,La Falda,Total,22987,""
2022-04-01,La Falda,Residentes,22861,""
2022-04-01,La Falda,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-04-01,La Rioja,Total,9937,""
2022-04-01,La Rioja,Residentes,9696,""
2022-04-01,La Rioja,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-04-01,Las Grutas,Total,5032,""
2022-04-01,Las Grutas,Residentes,5001,""
2022-04-01,Las Grutas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-04-01,Malargue-Las Leñas,Total,6341,""
2022-04-01,Malargue-Las Leñas,Residentes,6207,""
2022-04-01,Malargue-Las Leñas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-04-01,Mar Chiquita,Total,13217,""
2022-04-01,Mar Chiquita,Residentes,13213,""
2022-04-01,Mar Chiquita,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-04-01,Mar del Plata,Total,295719,""
2022-04-01,Mar del Plata,Residentes,295173,""
2022-04-01,Mar del Plata,No residentes,546,""
2022-04-01,Mendoza,Total,131254,""
2022-04-01,Mendoza,Residentes,104587,""
2022-04-01,Mendoza,No residentes,26667,""
2022-04-01,Merlo,Total,51693,""
2022-04-01,Merlo,Residentes,51680,""
2022-04-01,Merlo,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-04-01,Mina Clavero,Total,15806,""
2022-04-01,Mina Clavero,Residentes,15756,""
2022-04-01,Mina Clavero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-04-01,Neuquén,Total,26377,""
2022-04-01,Neuquén,Residentes,25510,""
2022-04-01,Neuquén,No residentes,867,""
2022-04-01,Paraná,Total,19176,""
2022-04-01,Paraná,Residentes,17284,""
2022-04-01,Paraná,No residentes,1892,""
2022-04-01,Pinamar,Total,49959,""
2022-04-01,Pinamar,Residentes,49912,""
2022-04-01,Pinamar,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-04-01,Posadas,Total,26368,""
2022-04-01,Posadas,Residentes,22711,""
2022-04-01,Posadas,No residentes,3657,""
2022-04-01,Puerto Iguazú,Total,118486,""
2022-04-01,Puerto Iguazú,Residentes,108843,""
2022-04-01,Puerto Iguazú,No residentes,9643,""
2022-04-01,Puerto Madryn,Total,14840,""
2022-04-01,Puerto Madryn,Residentes,13749,""
2022-04-01,Puerto Madryn,No residentes,1091,""
2022-04-01,Rafaela,Total,4445,""
2022-04-01,Rafaela,Residentes,4225,""
2022-04-01,Rafaela,No residentes,220,""
2022-04-01,Resistencia,Total,17224,""
2022-04-01,Resistencia,Residentes,15767,""
2022-04-01,Resistencia,No residentes,1457,""
2022-04-01,Rio Gallegos,Total,12183,""
2022-04-01,Rio Gallegos,Residentes,11583,""
2022-04-01,Rio Gallegos,No residentes,600,""
2022-04-01,Rosario,Total,75886,""
2022-04-01,Rosario,Residentes,64918,""
2022-04-01,Rosario,No residentes,10968,""
2022-04-01,Río Cuarto,Total,13358,""
2022-04-01,Río Cuarto,Residentes,12957,""
2022-04-01,Río Cuarto,No residentes,401,""
2022-04-01,Salta,Total,101882,""
2022-04-01,Salta,Residentes,89396,""
2022-04-01,Salta,No residentes,12486,""
2022-04-01,San Juan,Total,20067,""
2022-04-01,San Juan,Residentes,19872,""
2022-04-01,San Juan,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-04-01,San Luis,Total,20124,""
2022-04-01,San Luis,Residentes,19918,""
2022-04-01,San Luis,No residentes,206,""
2022-04-01,San Martín de los Andes,Total,45777,""
2022-04-01,San Martín de los Andes,Residentes,43518,""
2022-04-01,San Martín de los Andes,No residentes,2259,""
2022-04-01,San Rafael,Total,36413,""
2022-04-01,San Rafael,Residentes,36108,""
2022-04-01,San Rafael,No residentes,305,""
2022-04-01,Santa Fe,Total,17551,""
2022-04-01,Santa Fe,Residentes,15400,""
2022-04-01,Santa Fe,No residentes,2151,""
2022-04-01,Santa Rosa,Total,13213,""
2022-04-01,Santa Rosa,Residentes,13075,""
2022-04-01,Santa Rosa,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-04-01,Santiago del Estero,Total,31817,""
2022-04-01,Santiago del Estero,Residentes,31272,""
2022-04-01,Santiago del Estero,No residentes,545,""
2022-04-01,Tandil,Total,34094,""
2022-04-01,Tandil,Residentes,34014,""
2022-04-01,Tandil,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-04-01,Termas,Total,81051,""
2022-04-01,Termas,Residentes,68339,""
2022-04-01,Termas,No residentes,12712,""
2022-04-01,Tucumán,Total,48756,""
2022-04-01,Tucumán,Residentes,46713,""
2022-04-01,Tucumán,No residentes,2043,""
2022-04-01,Ushuaia,Total,72309,""
2022-04-01,Ushuaia,Residentes,64724,""
2022-04-01,Ushuaia,No residentes,7585,""
2022-04-01,Valle de Uco,Total,30412,""
2022-04-01,Valle de Uco,Residentes,26012,""
2022-04-01,Valle de Uco,No residentes,4400,""
2022-04-01,Viedma,Total,4576,""
2022-04-01,Viedma,Residentes,4562,""
2022-04-01,Viedma,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-04-01,Villa General Belgrano,Total,43158,""
2022-04-01,Villa General Belgrano,Residentes,41646,""
2022-04-01,Villa General Belgrano,No residentes,1512,""
2022-04-01,Villa Gesell,Total,36233,""
2022-04-01,Villa Gesell,Residentes,36233,""
2022-04-01,Villa Gesell,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,Bahía Blanca,Total,13608,""
2022-05-01,Bahía Blanca,Residentes,13376,""
2022-05-01,Bahía Blanca,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,Bariloche,Total,115958,""
2022-05-01,Bariloche,Residentes,101408,""
2022-05-01,Bariloche,No residentes,14550,""
2022-05-01,CABA,Total,720240,""
2022-05-01,CABA,Residentes,446368,""
2022-05-01,CABA,No residentes,273872,""
2022-05-01,Cafayate,Total,11597,""
2022-05-01,Cafayate,Residentes,10293,""
2022-05-01,Cafayate,No residentes,1304,""
2022-05-01,Calafate,Total,65608,""
2022-05-01,Calafate,Residentes,53367,""
2022-05-01,Calafate,No residentes,12241,""
2022-05-01,Carlos Paz,Total,43748,""
2022-05-01,Carlos Paz,Residentes,43714,""
2022-05-01,Carlos Paz,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,Catamarca,Total,10283,""
2022-05-01,Catamarca,Residentes,9566,""
2022-05-01,Catamarca,No residentes,717,""
2022-05-01,Corrientes,Total,6872,""
2022-05-01,Corrientes,Residentes,6257,""
2022-05-01,Corrientes,No residentes,615,""
2022-05-01,Córdoba,Total,59243,""
2022-05-01,Córdoba,Residentes,54846,""
2022-05-01,Córdoba,No residentes,4397,""
2022-05-01,Formosa,Total,3364,""
2022-05-01,Formosa,Residentes,2818,""
2022-05-01,Formosa,No residentes,546,""
2022-05-01,Gualeguaychú,Total,12993,""
2022-05-01,Gualeguaychú,Residentes,11144,""
2022-05-01,Gualeguaychú,No residentes,1849,""
2022-05-01,Jujuy,Total,16333,""
2022-05-01,Jujuy,Residentes,15182,""
2022-05-01,Jujuy,No residentes,1151,""
2022-05-01,La Angostura,Total,4272,""
2022-05-01,La Angostura,Residentes,4082,""
2022-05-01,La Angostura,No residentes,190,""
2022-05-01,La Falda,Total,10530,""
2022-05-01,La Falda,Residentes,10526,""
2022-05-01,La Falda,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,La Rioja,Total,9142,""
2022-05-01,La Rioja,Residentes,8885,""
2022-05-01,La Rioja,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,Las Grutas,Total,1308,""
2022-05-01,Las Grutas,Residentes,1295,""
2022-05-01,Las Grutas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,Malargue-Las Leñas,Total,4381,""
2022-05-01,Malargue-Las Leñas,Residentes,4172,""
2022-05-01,Malargue-Las Leñas,No residentes,209,""
2022-05-01,Mar Chiquita,Total,6395,""
2022-05-01,Mar Chiquita,Residentes,6395,""
2022-05-01,Mar Chiquita,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,Mar del Plata,Total,134769,""
2022-05-01,Mar del Plata,Residentes,134416,""
2022-05-01,Mar del Plata,No residentes,353,""
2022-05-01,Mendoza,Total,99620,""
2022-05-01,Mendoza,Residentes,75523,""
2022-05-01,Mendoza,No residentes,24097,""
2022-05-01,Merlo,Total,38795,""
2022-05-01,Merlo,Residentes,38783,""
2022-05-01,Merlo,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,Mina Clavero,Total,2187,""
2022-05-01,Mina Clavero,Residentes,2183,""
2022-05-01,Mina Clavero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,Neuquén,Total,22794,""
2022-05-01,Neuquén,Residentes,21736,""
2022-05-01,Neuquén,No residentes,1058,""
2022-05-01,Paraná,Total,16289,""
2022-05-01,Paraná,Residentes,15744,""
2022-05-01,Paraná,No residentes,545,""
2022-05-01,Pinamar,Total,20539,""
2022-05-01,Pinamar,Residentes,20517,""
2022-05-01,Pinamar,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,Posadas,Total,26234,""
2022-05-01,Posadas,Residentes,23334,""
2022-05-01,Posadas,No residentes,2900,""
2022-05-01,Puerto Iguazú,Total,109324,""
2022-05-01,Puerto Iguazú,Residentes,99694,""
2022-05-01,Puerto Iguazú,No residentes,9630,""
2022-05-01,Puerto Madryn,Total,9431,""
2022-05-01,Puerto Madryn,Residentes,9099,""
2022-05-01,Puerto Madryn,No residentes,332,""
2022-05-01,Rafaela,Total,4611,""
2022-05-01,Rafaela,Residentes,4506,""
2022-05-01,Rafaela,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,Resistencia,Total,16073,""
2022-05-01,Resistencia,Residentes,15044,""
2022-05-01,Resistencia,No residentes,1029,""
2022-05-01,Rio Gallegos,Total,9822,""
2022-05-01,Rio Gallegos,Residentes,8845,""
2022-05-01,Rio Gallegos,No residentes,977,""
2022-05-01,Rosario,Total,75298,""
2022-05-01,Rosario,Residentes,63453,""
2022-05-01,Rosario,No residentes,11845,""
2022-05-01,Río Cuarto,Total,10843,""
2022-05-01,Río Cuarto,Residentes,10433,""
2022-05-01,Río Cuarto,No residentes,410,""
2022-05-01,Salta,Total,101790,""
2022-05-01,Salta,Residentes,92175,""
2022-05-01,Salta,No residentes,9615,""
2022-05-01,San Juan,Total,24253,""
2022-05-01,San Juan,Residentes,21628,""
2022-05-01,San Juan,No residentes,2625,""
2022-05-01,San Luis,Total,14548,""
2022-05-01,San Luis,Residentes,14315,""
2022-05-01,San Luis,No residentes,233,""
2022-05-01,San Martín de los Andes,Total,21834,""
2022-05-01,San Martín de los Andes,Residentes,20963,""
2022-05-01,San Martín de los Andes,No residentes,871,""
2022-05-01,San Rafael,Total,18427,""
2022-05-01,San Rafael,Residentes,18180,""
2022-05-01,San Rafael,No residentes,247,""
2022-05-01,Santa Fe,Total,19321,""
2022-05-01,Santa Fe,Residentes,16912,""
2022-05-01,Santa Fe,No residentes,2409,""
2022-05-01,Santa Rosa,Total,8582,""
2022-05-01,Santa Rosa,Residentes,8532,""
2022-05-01,Santa Rosa,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,Santiago del Estero,Total,22435,""
2022-05-01,Santiago del Estero,Residentes,22175,""
2022-05-01,Santiago del Estero,No residentes,260,""
2022-05-01,Tandil,Total,28069,""
2022-05-01,Tandil,Residentes,27894,""
2022-05-01,Tandil,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,Termas,Total,50591,""
2022-05-01,Termas,Residentes,50467,""
2022-05-01,Termas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,Tucumán,Total,44933,""
2022-05-01,Tucumán,Residentes,42991,""
2022-05-01,Tucumán,No residentes,1942,""
2022-05-01,Ushuaia,Total,48918,""
2022-05-01,Ushuaia,Residentes,39438,""
2022-05-01,Ushuaia,No residentes,9480,""
2022-05-01,Valle de Uco,Total,22842,""
2022-05-01,Valle de Uco,Residentes,18939,""
2022-05-01,Valle de Uco,No residentes,3903,""
2022-05-01,Viedma,Total,3584,""
2022-05-01,Viedma,Residentes,3568,""
2022-05-01,Viedma,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,Villa General Belgrano,Total,23318,""
2022-05-01,Villa General Belgrano,Residentes,22868,""
2022-05-01,Villa General Belgrano,No residentes,450,""
2022-05-01,Villa Gesell,Total,13155,""
2022-05-01,Villa Gesell,Residentes,13155,""
2022-05-01,Villa Gesell,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-06-01,Bahía Blanca,Total,14256,""
2022-06-01,Bahía Blanca,Residentes,13909,""
2022-06-01,Bahía Blanca,No residentes,347,""
2022-06-01,Bariloche,Total,167211,""
2022-06-01,Bariloche,Residentes,141860,""
2022-06-01,Bariloche,No residentes,25351,""
2022-06-01,CABA,Total,699261,""
2022-06-01,CABA,Residentes,444256,""
2022-06-01,CABA,No residentes,255005,""
2022-06-01,Cafayate,Total,14988,""
2022-06-01,Cafayate,Residentes,14026,""
2022-06-01,Cafayate,No residentes,962,""
2022-06-01,Calafate,Total,44890,""
2022-06-01,Calafate,Residentes,37324,""
2022-06-01,Calafate,No residentes,7566,""
2022-06-01,Carlos Paz,Total,53643,""
2022-06-01,Carlos Paz,Residentes,53566,""
2022-06-01,Carlos Paz,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-06-01,Catamarca,Total,11309,""
