indice_tiempo,localidad,origen_viajeros,viajeros,observaciones
2018-04-01,Ushuaia,Total,16734,""
2018-04-01,Ushuaia,Residentes,11158,""
2018-04-01,Ushuaia,No residentes,5576,""
2018-04-01,Valle de Uco,Total,12528,""
2018-04-01,Valle de Uco,Residentes,8194,""
2018-04-01,Valle de Uco,No residentes,4334,""
2018-04-01,Viedma,Total,2525,""
2018-04-01,Viedma,Residentes,2499,""
2018-04-01,Viedma,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-04-01,Villa General Belgrano,Total,9610,""
2018-04-01,Villa General Belgrano,Residentes,9236,""
2018-04-01,Villa General Belgrano,No residentes,374,""
2018-04-01,Villa Gesell,Total,17068,""
2018-04-01,Villa Gesell,Residentes,17060,""
2018-04-01,Villa Gesell,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-05-01,Bahía Blanca,Total,10320,""
2018-05-01,Bahía Blanca,Residentes,9920,""
2018-05-01,Bahía Blanca,No residentes,400,""
2018-05-01,Bariloche,Total,26579,""
2018-05-01,Bariloche,Residentes,19946,""
2018-05-01,Bariloche,No residentes,6633,""
2018-05-01,CABA,Total,395270,""
2018-05-01,CABA,Residentes,228683,""
2018-05-01,CABA,No residentes,166587,""
2018-05-01,Cafayate,Total,7373,""
2018-05-01,Cafayate,Residentes,6193,""
2018-05-01,Cafayate,No residentes,1180,""
2018-05-01,Calafate,Total,8555,""
2018-05-01,Calafate,Residentes,5588,""
2018-05-01,Calafate,No residentes,2967,""
2018-05-01,Carlos Paz,Total,20028,""
2018-05-01,Carlos Paz,Residentes,19536,""
2018-05-01,Carlos Paz,No residentes,492,""
2018-05-01,Catamarca,Total,6874,""
2018-05-01,Catamarca,Residentes,6809,""
2018-05-01,Catamarca,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-05-01,Corrientes,Total,10294,""
2018-05-01,Corrientes,Residentes,9151,""
2018-05-01,Corrientes,No residentes,1143,""
2018-05-01,Córdoba,Total,34283,""
2018-05-01,Córdoba,Residentes,27236,""
2018-05-01,Córdoba,No residentes,7047,""
2018-05-01,Formosa,Total,10415,""
2018-05-01,Formosa,Residentes,8965,""
2018-05-01,Formosa,No residentes,1450,""
2018-05-01,Gualeguaychú,Total,3892,""
2018-05-01,Gualeguaychú,Residentes,3802,""
2018-05-01,Gualeguaychú,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-05-01,Jujuy,Total,12471,""
2018-05-01,Jujuy,Residentes,10870,""
2018-05-01,Jujuy,No residentes,1601,""
2018-05-01,La Angostura,Total,2733,""
2018-05-01,La Angostura,Residentes,2435,""
2018-05-01,La Angostura,No residentes,298,""
2018-05-01,La Falda,Total,5037,""
2018-05-01,La Falda,Residentes,5035,""
2018-05-01,La Falda,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-05-01,La Rioja,Total,6487,""
2018-05-01,La Rioja,Residentes,6388,""
2018-05-01,La Rioja,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-05-01,Las Grutas,Total,1205,""
2018-05-01,Las Grutas,Residentes,1198,""
2018-05-01,Las Grutas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-05-01,Malargue-Las Leñas,Total,1417,""
2018-05-01,Malargue-Las Leñas,Residentes,1332,""
2018-05-01,Malargue-Las Leñas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-05-01,Mar Chiquita,Total,4021,""
2018-05-01,Mar Chiquita,Residentes,4021,""
2018-05-01,Mar Chiquita,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-05-01,Mar del Plata,Total,41918,""
2018-05-01,Mar del Plata,Residentes,41162,""
2018-05-01,Mar del Plata,No residentes,756,""
2018-05-01,Mendoza,Total,44001,""
2018-05-01,Mendoza,Residentes,25784,""
2018-05-01,Mendoza,No residentes,18217,""
2018-05-01,Merlo,Total,9860,""
2018-05-01,Merlo,Residentes,9827,""
2018-05-01,Merlo,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-05-01,Mina Clavero,Total,3659,""
2018-05-01,Mina Clavero,Residentes,3639,""
2018-05-01,Mina Clavero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-05-01,Neuquén,Total,21303,""
2018-05-01,Neuquén,Residentes,19671,""
2018-05-01,Neuquén,No residentes,1632,""
2018-05-01,Paraná,Total,8050,""
2018-05-01,Paraná,Residentes,7850,""
2018-05-01,Paraná,No residentes,200,""
2018-05-01,Pinamar,Total,9921,""
2018-05-01,Pinamar,Residentes,9915,""
2018-05-01,Pinamar,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-05-01,Posadas,Total,13246,""
2018-05-01,Posadas,Residentes,10950,""
2018-05-01,Posadas,No residentes,2296,""
2018-05-01,Puerto Iguazú,Total,31264,""
2018-05-01,Puerto Iguazú,Residentes,21638,""
2018-05-01,Puerto Iguazú,No residentes,9626,""
2018-05-01,Puerto Madryn,Total,5787,""
2018-05-01,Puerto Madryn,Residentes,5494,""
2018-05-01,Puerto Madryn,No residentes,293,""
2018-05-01,Rafaela,Total,8654,""
2018-05-01,Rafaela,Residentes,8317,""
2018-05-01,Rafaela,No residentes,337,""
2018-05-01,Resistencia,Total,18226,""
2018-05-01,Resistencia,Residentes,17508,""
2018-05-01,Resistencia,No residentes,718,""
2018-05-01,Rio Gallegos,Total,7623,""
2018-05-01,Rio Gallegos,Residentes,7267,""
2018-05-01,Rio Gallegos,No residentes,356,""
2018-05-01,Rosario,Total,38975,""
2018-05-01,Rosario,Residentes,36129,""
2018-05-01,Rosario,No residentes,2846,""
2018-05-01,Río Cuarto,Total,9368,""
2018-05-01,Río Cuarto,Residentes,9263,""
2018-05-01,Río Cuarto,No residentes,105,""
2018-05-01,Salta,Total,50358,""
2018-05-01,Salta,Residentes,42562,""
2018-05-01,Salta,No residentes,7796,""
2018-05-01,San Juan,Total,11026,""
2018-05-01,San Juan,Residentes,9793,""
2018-05-01,San Juan,No residentes,1233,""
2018-05-01,San Luis,Total,8734,""
2018-05-01,San Luis,Residentes,8436,""
2018-05-01,San Luis,No residentes,298,""
2018-05-01,San Martín de los Andes,Total,6141,""
2018-05-01,San Martín de los Andes,Residentes,5438,""
2018-05-01,San Martín de los Andes,No residentes,703,""
2018-05-01,San Rafael,Total,6561,""
2018-05-01,San Rafael,Residentes,6326,""
2018-05-01,San Rafael,No residentes,235,""
2018-05-01,Santa Fe,Total,13999,""
2018-05-01,Santa Fe,Residentes,13315,""
2018-05-01,Santa Fe,No residentes,684,""
2018-05-01,Santa Rosa,Total,8036,""
2018-05-01,Santa Rosa,Residentes,7954,""
2018-05-01,Santa Rosa,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-05-01,Santiago del Estero,Total,11100,""
2018-05-01,Santiago del Estero,Residentes,10944,""
2018-05-01,Santiago del Estero,No residentes,156,""
2018-05-01,Tandil,Total,10803,""
2018-05-01,Tandil,Residentes,10750,""
2018-05-01,Tandil,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-05-01,Termas,Total,18575,""
2018-05-01,Termas,Residentes,18425,""
2018-05-01,Termas,No residentes,150,""
2018-05-01,Tucumán,Total,30624,""
2018-05-01,Tucumán,Residentes,29157,""
2018-05-01,Tucumán,No residentes,1467,""
2018-05-01,Ushuaia,Total,9942,""
2018-05-01,Ushuaia,Residentes,7355,""
2018-05-01,Ushuaia,No residentes,2587,""
2018-05-01,Valle de Uco,Total,11911,""
2018-05-01,Valle de Uco,Residentes,7101,""
2018-05-01,Valle de Uco,No residentes,4810,""
2018-05-01,Viedma,Total,2174,""
2018-05-01,Viedma,Residentes,2155,""
2018-05-01,Viedma,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-05-01,Villa General Belgrano,Total,7303,""
2018-05-01,Villa General Belgrano,Residentes,6908,""
2018-05-01,Villa General Belgrano,No residentes,395,""
2018-05-01,Villa Gesell,Total,6367,""
2018-05-01,Villa Gesell,Residentes,6360,""
2018-05-01,Villa Gesell,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-06-01,Bahía Blanca,Total,9032,""
2018-06-01,Bahía Blanca,Residentes,8705,""
2018-06-01,Bahía Blanca,No residentes,327,""
2018-06-01,Bariloche,Total,37456,""
2018-06-01,Bariloche,Residentes,28240,""
2018-06-01,Bariloche,No residentes,9216,""
2018-06-01,CABA,Total,345294,""
2018-06-01,CABA,Residentes,198341,""
2018-06-01,CABA,No residentes,146953,""
2018-06-01,Cafayate,Total,4219,""
2018-06-01,Cafayate,Residentes,3548,""
2018-06-01,Cafayate,No residentes,671,""
2018-06-01,Calafate,Total,8171,""
2018-06-01,Calafate,Residentes,4814,""
2018-06-01,Calafate,No residentes,3357,""
2018-06-01,Carlos Paz,Total,13998,""
2018-06-01,Carlos Paz,Residentes,13919,""
2018-06-01,Carlos Paz,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-06-01,Catamarca,Total,6136,""
2018-06-01,Catamarca,Residentes,6075,""
2018-06-01,Catamarca,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-06-01,Corrientes,Total,10643,""
2018-06-01,Corrientes,Residentes,9313,""
2018-06-01,Corrientes,No residentes,1330,""
2018-06-01,Córdoba,Total,30888,""
2018-06-01,Córdoba,Residentes,24828,""
2018-06-01,Córdoba,No residentes,6060,""
2018-06-01,Formosa,Total,9886,""
2018-06-01,Formosa,Residentes,8564,""
2018-06-01,Formosa,No residentes,1322,""
2018-06-01,Gualeguaychú,Total,3013,""
2018-06-01,Gualeguaychú,Residentes,2864,""
2018-06-01,Gualeguaychú,No residentes,149,""
2018-06-01,Jujuy,Total,9898,""
2018-06-01,Jujuy,Residentes,8925,""
2018-06-01,Jujuy,No residentes,973,""
2018-06-01,La Angostura,Total,2448,""
2018-06-01,La Angostura,Residentes,2116,""
2018-06-01,La Angostura,No residentes,332,""
2018-06-01,La Falda,Total,3943,""
2018-06-01,La Falda,Residentes,3935,""
2018-06-01,La Falda,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-06-01,La Rioja,Total,5801,""
2018-06-01,La Rioja,Residentes,5706,""
2018-06-01,La Rioja,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-06-01,Las Grutas,Total,979,""
2018-06-01,Las Grutas,Residentes,956,""
2018-06-01,Las Grutas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-06-01,Malargue-Las Leñas,Total,2359,""
2018-06-01,Malargue-Las Leñas,Residentes,2233,""
2018-06-01,Malargue-Las Leñas,No residentes,126,""
2018-06-01,Mar Chiquita,Total,2700,""
2018-06-01,Mar Chiquita,Residentes,2700,""
2018-06-01,Mar Chiquita,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-06-01,Mar del Plata,Total,36805,""
2018-06-01,Mar del Plata,Residentes,36343,""
2018-06-01,Mar del Plata,No residentes,462,""
2018-06-01,Mendoza,Total,34400,""
2018-06-01,Mendoza,Residentes,20351,""
2018-06-01,Mendoza,No residentes,14049,""
2018-06-01,Merlo,Total,7325,""
2018-06-01,Merlo,Residentes,7312,""
2018-06-01,Merlo,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-06-01,Mina Clavero,Total,1955,""
2018-06-01,Mina Clavero,Residentes,1955,""
2018-06-01,Mina Clavero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-06-01,Neuquén,Total,16838,""
2018-06-01,Neuquén,Residentes,15490,""
2018-06-01,Neuquén,No residentes,1348,""
2018-06-01,Paraná,Total,7529,""
2018-06-01,Paraná,Residentes,7335,""
2018-06-01,Paraná,No residentes,194,""
2018-06-01,Pinamar,Total,8051,""
2018-06-01,Pinamar,Residentes,8045,""
2018-06-01,Pinamar,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-06-01,Posadas,Total,12663,""
2018-06-01,Posadas,Residentes,10171,""
2018-06-01,Posadas,No residentes,2492,""
2018-06-01,Puerto Iguazú,Total,30837,""
2018-06-01,Puerto Iguazú,Residentes,21972,""
2018-06-01,Puerto Iguazú,No residentes,8865,""
2018-06-01,Puerto Madryn,Total,5739,""
2018-06-01,Puerto Madryn,Residentes,4880,""
2018-06-01,Puerto Madryn,No residentes,859,""
2018-06-01,Rafaela,Total,9168,""
2018-06-01,Rafaela,Residentes,9030,""
2018-06-01,Rafaela,No residentes,138,""
2018-06-01,Resistencia,Total,18324,""
2018-06-01,Resistencia,Residentes,17448,""
2018-06-01,Resistencia,No residentes,876,""
2018-06-01,Rio Gallegos,Total,6691,""
2018-06-01,Rio Gallegos,Residentes,6430,""
2018-06-01,Rio Gallegos,No residentes,261,""
2018-06-01,Rosario,Total,39628,""
2018-06-01,Rosario,Residentes,36793,""
2018-06-01,Rosario,No residentes,2835,""
2018-06-01,Río Cuarto,Total,8367,""
2018-06-01,Río Cuarto,Residentes,8259,""
2018-06-01,Río Cuarto,No residentes,108,""
2018-06-01,Salta,Total,49663,""
2018-06-01,Salta,Residentes,43414,""
2018-06-01,Salta,No residentes,6249,""
2018-06-01,San Juan,Total,8526,""
2018-06-01,San Juan,Residentes,7396,""
2018-06-01,San Juan,No residentes,1130,""
2018-06-01,San Luis,Total,8647,""
2018-06-01,San Luis,Residentes,8429,""
2018-06-01,San Luis,No residentes,218,""
2018-06-01,San Martín de los Andes,Total,4847,""
2018-06-01,San Martín de los Andes,Residentes,4513,""
2018-06-01,San Martín de los Andes,No residentes,334,""
2018-06-01,San Rafael,Total,5410,""
2018-06-01,San Rafael,Residentes,5293,""
2018-06-01,San Rafael,No residentes,117,""
2018-06-01,Santa Fe,Total,13070,""
2018-06-01,Santa Fe,Residentes,11994,""
2018-06-01,Santa Fe,No residentes,1076,""
2018-06-01,Santa Rosa,Total,8137,""
2018-06-01,Santa Rosa,Residentes,7998,""
2018-06-01,Santa Rosa,No residentes,139,""
2018-06-01,Santiago del Estero,Total,11179,""
2018-06-01,Santiago del Estero,Residentes,11086,""
2018-06-01,Santiago del Estero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-06-01,Tandil,Total,11014,""
2018-06-01,Tandil,Residentes,10960,""
2018-06-01,Tandil,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-06-01,Termas,Total,21247,""
2018-06-01,Termas,Residentes,21166,""
2018-06-01,Termas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-06-01,Tucumán,Total,26603,""
2018-06-01,Tucumán,Residentes,25125,""
2018-06-01,Tucumán,No residentes,1478,""
2018-06-01,Ushuaia,Total,9422,""
2018-06-01,Ushuaia,Residentes,7241,""
2018-06-01,Ushuaia,No residentes,2181,""
2018-06-01,Valle de Uco,Total,9033,""
2018-06-01,Valle de Uco,Residentes,4879,""
2018-06-01,Valle de Uco,No residentes,4154,""
2018-06-01,Viedma,Total,1892,""
2018-06-01,Viedma,Residentes,1878,""
2018-06-01,Viedma,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-06-01,Villa General Belgrano,Total,6410,""
2018-06-01,Villa General Belgrano,Residentes,6225,""
2018-06-01,Villa General Belgrano,No residentes,185,""
2018-06-01,Villa Gesell,Total,4956,""
2018-06-01,Villa Gesell,Residentes,4953,""
2018-06-01,Villa Gesell,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-07-01,Bahía Blanca,Total,10116,""
2018-07-01,Bahía Blanca,Residentes,9713,""
2018-07-01,Bahía Blanca,No residentes,403,""
2018-07-01,Bariloche,Total,75532,""
2018-07-01,Bariloche,Residentes,56253,""
2018-07-01,Bariloche,No residentes,19279,""
2018-07-01,CABA,Total,418995,""
2018-07-01,CABA,Residentes,246511,""
2018-07-01,CABA,No residentes,172484,""
2018-07-01,Cafayate,Total,17098,""
2018-07-01,Cafayate,Residentes,16034,""
2018-07-01,Cafayate,No residentes,1064,""
2018-07-01,Calafate,Total,13748,""
2018-07-01,Calafate,Residentes,9578,""
2018-07-01,Calafate,No residentes,4170,""
2018-07-01,Carlos Paz,Total,34788,""
2018-07-01,Carlos Paz,Residentes,34659,""
2018-07-01,Carlos Paz,No residentes,129,""
2018-07-01,Catamarca,Total,10700,""
2018-07-01,Catamarca,Residentes,10659,""
2018-07-01,Catamarca,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-07-01,Corrientes,Total,17627,""
2018-07-01,Corrientes,Residentes,15505,""
2018-07-01,Corrientes,No residentes,2122,""
2018-07-01,Córdoba,Total,35309,""
2018-07-01,Córdoba,Residentes,28291,""
2018-07-01,Córdoba,No residentes,7018,""
2018-07-01,Formosa,Total,10919,""
2018-07-01,Formosa,Residentes,9466,""
2018-07-01,Formosa,No residentes,1453,""
2018-07-01,Gualeguaychú,Total,6182,""
2018-07-01,Gualeguaychú,Residentes,5857,""
2018-07-01,Gualeguaychú,No residentes,325,""
2018-07-01,Jujuy,Total,18948,""
2018-07-01,Jujuy,Residentes,17696,""
2018-07-01,Jujuy,No residentes,1252,""
2018-07-01,La Angostura,Total,7863,""
2018-07-01,La Angostura,Residentes,6702,""
2018-07-01,La Angostura,No residentes,1161,""
2018-07-01,La Falda,Total,12323,""
2018-07-01,La Falda,Residentes,12310,""
2018-07-01,La Falda,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-07-01,La Rioja,Total,9689,""
2018-07-01,La Rioja,Residentes,9591,""
2018-07-01,La Rioja,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-07-01,Las Grutas,Total,1718,""
2018-07-01,Las Grutas,Residentes,1699,""
2018-07-01,Las Grutas,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-07-01,Malargue-Las Leñas,Total,10060,""
2018-07-01,Malargue-Las Leñas,Residentes,9471,""
2018-07-01,Malargue-Las Leñas,No residentes,589,""
2018-07-01,Mar Chiquita,Total,4374,""
2018-07-01,Mar Chiquita,Residentes,4362,""
2018-07-01,Mar Chiquita,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-07-01,Mar del Plata,Total,52092,""
2018-07-01,Mar del Plata,Residentes,51582,""
2018-07-01,Mar del Plata,No residentes,510,""
2018-07-01,Mendoza,Total,61071,""
2018-07-01,Mendoza,Residentes,43582,""
2018-07-01,Mendoza,No residentes,17489,""
2018-07-01,Merlo,Total,15028,""
2018-07-01,Merlo,Residentes,15012,""
2018-07-01,Merlo,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-07-01,Mina Clavero,Total,8683,""
2018-07-01,Mina Clavero,Residentes,8667,""
2018-07-01,Mina Clavero,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-07-01,Neuquén,Total,22328,""
2018-07-01,Neuquén,Residentes,20756,""
2018-07-01,Neuquén,No residentes,1572,""
2018-07-01,Paraná,Total,10229,""
2018-07-01,Paraná,Residentes,10010,""
2018-07-01,Paraná,No residentes,219,""
2018-07-01,Pinamar,Total,16048,""
2018-07-01,Pinamar,Residentes,16010,""
2018-07-01,Pinamar,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2018-07-01,Posadas,Total,19128,""
2018-07-01,Posadas,Residentes,15763,""
2018-07-01,Posadas,No residentes,3365,""
2018-07-01,Puerto Iguazú,Total,57430,""
2018-07-01,Puerto Iguazú,Residentes,44986,""
2018-07-01,Puerto Iguazú,No residentes,12444,""
2018-07-01,Puerto Madryn,Total,13353,""
2018-07-01,Puerto Madryn,Residentes,12839,""
2018-07-01,Puerto Madryn,No residentes,514,""
2018-07-01,Rafaela,Total,8406,""
2018-07-01,Rafaela,Residentes,8306,""
2018-07-01,Rafaela,No residentes,100,""
2018-07-01,Resistencia,Total,18333,""
2018-07-01,Resistencia,Residentes,17559,""
2018-07-01,Resistencia,No residentes,774,""
2018-07-01,Rio Gallegos,Total,6341,""
2018-07-01,Rio Gallegos,Residentes,6158,""
2018-07-01,Rio Gallegos,No residentes,183,""
2018-07-01,Rosario,Total,46389,""
2018-07-01,Rosario,Residentes,43054,""
2018-07-01,Rosario,No residentes,3335,""
2018-07-01,Río Cuarto,Total,11419,""
2018-07-01,Río Cuarto,Residentes,10963,""
2018-07-01,Río Cuarto,No residentes,456,""
2018-07-01,Salta,Total,79080,""
2018-07-01,Salta,Residentes,70469,""
2018-07-01,Salta,No residentes,8611,""
2018-07-01,San Juan,Total,11841,""
2018-07-01,San Juan,Residentes,9706,""
2018-07-01,San Juan,No residentes,2135,""
2018-07-01,San Luis,Total,15538,""
2018-07-01,San Luis,Residentes,15162,""
2018-07-01,San Luis,No residentes,376,""
2018-07-01,San Martín de los Andes,Total,16314,""
2018-07-01,San Martín de los Andes,Residentes,14457,""
2018-07-01,San Martín de los Andes,No residentes,1857,""
2018-07-01,San Rafael,Total,14479,""
2018-07-01,San Rafael,Residentes,14268,""
2018-07-01,San Rafael,No residentes,211,""
2018-07-01,Santa Fe,Total,15819,""
2018-07-01,Santa Fe,Residentes,14321,""
2018-07-01,Santa Fe,No residentes,1498,""
2018-07-01,Santa Rosa,Total,14133,""
