indice_tiempo,region_de_destino,origen_pernoctes,pernoctes,observaciones
2014-04-01,Córdoba,No residentes,16053,""
2014-04-01,Litoral,Residentes,359356,""
2014-04-01,Litoral,No residentes,62501,""
2014-04-01,Norte,Residentes,293602,""
2014-04-01,Norte,No residentes,49856,""
2014-04-01,Patagonia,Residentes,380403,""
2014-04-01,Patagonia,No residentes,111581,""
2014-05-01,Buenos Aires,Residentes,226983,""
2014-05-01,Buenos Aires,No residentes,2993,""
2014-05-01,CABA,Residentes,494557,""
2014-05-01,CABA,No residentes,492046,""
2014-05-01,Cuyo,Residentes,245748,""
2014-05-01,Cuyo,No residentes,41852,""
2014-05-01,Córdoba,Residentes,244998,""
2014-05-01,Córdoba,No residentes,15014,""
2014-05-01,Litoral,Residentes,344090,""
2014-05-01,Litoral,No residentes,44779,""
2014-05-01,Norte,Residentes,287028,""
2014-05-01,Norte,No residentes,34817,""
2014-05-01,Patagonia,Residentes,290658,""
2014-05-01,Patagonia,No residentes,54269,""
2014-06-01,Buenos Aires,Residentes,177355,""
2014-06-01,Buenos Aires,No residentes,1856,""
2014-06-01,CABA,Residentes,428251,""
2014-06-01,CABA,No residentes,438205,""
2014-06-01,Cuyo,Residentes,217316,""
2014-06-01,Cuyo,No residentes,34729,""
2014-06-01,Córdoba,Residentes,181815,""
2014-06-01,Córdoba,No residentes,9123,""
2014-06-01,Litoral,Residentes,299133,""
2014-06-01,Litoral,No residentes,44794,""
2014-06-01,Norte,Residentes,263044,""
2014-06-01,Norte,No residentes,24836,""
2014-06-01,Patagonia,Residentes,314549,""
2014-06-01,Patagonia,No residentes,74981,""
2014-07-01,Buenos Aires,Residentes,306397,""
2014-07-01,Buenos Aires,No residentes,2821,""
2014-07-01,CABA,Residentes,578314,""
2014-07-01,CABA,No residentes,544927,""
2014-07-01,Cuyo,Residentes,400330,""
2014-07-01,Cuyo,No residentes,46981,""
2014-07-01,Córdoba,Residentes,412378,""
2014-07-01,Córdoba,No residentes,11951,""
2014-07-01,Litoral,Residentes,392425,""
2014-07-01,Litoral,No residentes,48605,""
2014-07-01,Norte,Residentes,515162,""
2014-07-01,Norte,No residentes,31598,""
2014-07-01,Patagonia,Residentes,739644,""
2014-07-01,Patagonia,No residentes,184305,""
2014-08-01,Buenos Aires,Residentes,256339,""
2014-08-01,Buenos Aires,No residentes,3525,""
2014-08-01,CABA,Residentes,499311,""
2014-08-01,CABA,No residentes,499580,""
2014-08-01,Cuyo,Residentes,303841,""
2014-08-01,Cuyo,No residentes,43947,""
2014-08-01,Córdoba,Residentes,263420,""
2014-08-01,Córdoba,No residentes,11347,""
2014-08-01,Litoral,Residentes,380968,""
2014-08-01,Litoral,No residentes,49161,""
2014-08-01,Norte,Residentes,354298,""
2014-08-01,Norte,No residentes,31319,""
2014-08-01,Patagonia,Residentes,744129,""
2014-08-01,Patagonia,No residentes,182531,""
2014-09-01,Buenos Aires,Residentes,285714,""
2014-09-01,Buenos Aires,No residentes,8645,""
2014-09-01,CABA,Residentes,505632,""
2014-09-01,CABA,No residentes,484311,""
2014-09-01,Cuyo,Residentes,276740,""
2014-09-01,Cuyo,No residentes,49384,""
2014-09-01,Córdoba,Residentes,276041,""
2014-09-01,Córdoba,No residentes,12159,""
2014-09-01,Litoral,Residentes,360702,""
2014-09-01,Litoral,No residentes,60660,""
2014-09-01,Norte,Residentes,365749,""
2014-09-01,Norte,No residentes,32398,""
2014-09-01,Patagonia,Residentes,709824,""
2014-09-01,Patagonia,No residentes,144545,""
2014-10-01,Buenos Aires,Residentes,422703,""
2014-10-01,Buenos Aires,No residentes,5772,""
2014-10-01,CABA,Residentes,571383,""
2014-10-01,CABA,No residentes,577581,""
2014-10-01,Cuyo,Residentes,303948,""
2014-10-01,Cuyo,No residentes,61797,""
2014-10-01,Córdoba,Residentes,372706,""
2014-10-01,Córdoba,No residentes,12195,""
2014-10-01,Litoral,Residentes,394280,""
2014-10-01,Litoral,No residentes,68568,""
2014-10-01,Norte,Residentes,341261,""
2014-10-01,Norte,No residentes,36699,""
2014-10-01,Patagonia,Residentes,628257,""
2014-10-01,Patagonia,No residentes,122577,""
2014-11-01,Buenos Aires,Residentes,509249,""
2014-11-01,Buenos Aires,No residentes,9003,""
2014-11-01,CABA,Residentes,540016,""
2014-11-01,CABA,No residentes,578647,""
2014-11-01,Cuyo,Residentes,271582,""
2014-11-01,Cuyo,No residentes,68380,""
2014-11-01,Córdoba,Residentes,348950,""
2014-11-01,Córdoba,No residentes,12853,""
2014-11-01,Litoral,Residentes,355976,""
2014-11-01,Litoral,No residentes,66735,""
2014-11-01,Norte,Residentes,265286,""
2014-11-01,Norte,No residentes,53489,""
2014-11-01,Patagonia,Residentes,479660,""
2014-11-01,Patagonia,No residentes,201799,""
2014-12-01,Buenos Aires,Residentes,671902,""
2014-12-01,Buenos Aires,No residentes,10561,""
2014-12-01,CABA,Residentes,440180,""
2014-12-01,CABA,No residentes,539993,""
2014-12-01,Cuyo,Residentes,230105,""
2014-12-01,Cuyo,No residentes,59959,""
2014-12-01,Córdoba,Residentes,383075,""
2014-12-01,Córdoba,No residentes,12081,""
2014-12-01,Litoral,Residentes,316638,""
2014-12-01,Litoral,No residentes,69303,""
2014-12-01,Norte,Residentes,186471,""
2014-12-01,Norte,No residentes,45921,""
2014-12-01,Patagonia,Residentes,555179,""
2014-12-01,Patagonia,No residentes,228673,""
2015-01-01,Buenos Aires,Residentes,1841007,""
2015-01-01,Buenos Aires,No residentes,16590,""
2015-01-01,CABA,Residentes,417683,""
2015-01-01,CABA,No residentes,534548,""
2015-01-01,Cuyo,Residentes,361832,""
2015-01-01,Cuyo,No residentes,64487,""
2015-01-01,Córdoba,Residentes,1011964,""
2015-01-01,Córdoba,No residentes,13691,""
2015-01-01,Litoral,Residentes,426710,""
2015-01-01,Litoral,No residentes,81455,""
2015-01-01,Norte,Residentes,320865,""
2015-01-01,Norte,No residentes,55386,""
2015-01-01,Patagonia,Residentes,952606,""
2015-01-01,Patagonia,No residentes,297480,""
2015-02-01,Buenos Aires,Residentes,1430807,""
2015-02-01,Buenos Aires,No residentes,10131,""
2015-02-01,CABA,Residentes,416288,""
2015-02-01,CABA,No residentes,454691,""
2015-02-01,Cuyo,Residentes,335255,""
2015-02-01,Cuyo,No residentes,56601,""
2015-02-01,Córdoba,Residentes,790333,""
2015-02-01,Córdoba,No residentes,14712,""
2015-02-01,Litoral,Residentes,434477,""
2015-02-01,Litoral,No residentes,66981,""
2015-02-01,Norte,Residentes,318140,""
2015-02-01,Norte,No residentes,46345,""
2015-02-01,Patagonia,Residentes,759470,""
2015-02-01,Patagonia,No residentes,267718,""
2015-03-01,Buenos Aires,Residentes,665446,""
2015-03-01,Buenos Aires,No residentes,6829,""
2015-03-01,CABA,Residentes,477740,""
2015-03-01,CABA,No residentes,476424,""
2015-03-01,Cuyo,Residentes,278540,""
2015-03-01,Cuyo,No residentes,53318,""
2015-03-01,Córdoba,Residentes,424498,""
2015-03-01,Córdoba,No residentes,15325,""
2015-03-01,Litoral,Residentes,350556,""
2015-03-01,Litoral,No residentes,56092,""
2015-03-01,Norte,Residentes,268948,""
2015-03-01,Norte,No residentes,46494,""
2015-03-01,Patagonia,Residentes,532455,""
2015-03-01,Patagonia,No residentes,167392,""
2015-04-01,Buenos Aires,Residentes,354013,""
2015-04-01,Buenos Aires,No residentes,3823,""
2015-04-01,CABA,Residentes,502149,""
2015-04-01,CABA,No residentes,449440,""
2015-04-01,Cuyo,Residentes,253642,""
2015-04-01,Cuyo,No residentes,47954,""
2015-04-01,Córdoba,Residentes,307900,""
2015-04-01,Córdoba,No residentes,16168,""
2015-04-01,Litoral,Residentes,330822,""
2015-04-01,Litoral,No residentes,51345,""
2015-04-01,Norte,Residentes,295600,""
2015-04-01,Norte,No residentes,43336,""
2015-04-01,Patagonia,Residentes,372131,""
2015-04-01,Patagonia,No residentes,81553,""
2015-05-01,Buenos Aires,Residentes,242318,""
2015-05-01,Buenos Aires,No residentes,3380,""
2015-05-01,CABA,Residentes,527247,""
2015-05-01,CABA,No residentes,417535,""
2015-05-01,Cuyo,Residentes,232011,""
2015-05-01,Cuyo,No residentes,42122,""
2015-05-01,Córdoba,Residentes,242757,""
2015-05-01,Córdoba,No residentes,15758,""
2015-05-01,Litoral,Residentes,343923,""
2015-05-01,Litoral,No residentes,46267,""
2015-05-01,Norte,Residentes,286090,""
2015-05-01,Norte,No residentes,28594,""
2015-05-01,Patagonia,Residentes,288641,""
2015-05-01,Patagonia,No residentes,36237,""
2015-06-01,Buenos Aires,Residentes,179548,""
2015-06-01,Buenos Aires,No residentes,3588,""
2015-06-01,CABA,Residentes,496217,""
2015-06-01,CABA,No residentes,408260,""
2015-06-01,Cuyo,Residentes,203563,""
2015-06-01,Cuyo,No residentes,33927,""
2015-06-01,Córdoba,Residentes,209614,""
2015-06-01,Córdoba,No residentes,11767,""
2015-06-01,Litoral,Residentes,302070,""
2015-06-01,Litoral,No residentes,45484,""
2015-06-01,Norte,Residentes,245526,""
2015-06-01,Norte,No residentes,21566,""
2015-06-01,Patagonia,Residentes,298137,""
2015-06-01,Patagonia,No residentes,50244,""
2015-07-01,Buenos Aires,Residentes,343088,""
2015-07-01,Buenos Aires,No residentes,4836,""
2015-07-01,CABA,Residentes,693471,""
2015-07-01,CABA,No residentes,482715,""
2015-07-01,Cuyo,Residentes,398273,""
2015-07-01,Cuyo,No residentes,36769,""
2015-07-01,Córdoba,Residentes,466555,""
2015-07-01,Córdoba,No residentes,15690,""
2015-07-01,Litoral,Residentes,461563,""
2015-07-01,Litoral,No residentes,50240,""
2015-07-01,Norte,Residentes,576759,""
2015-07-01,Norte,No residentes,35260,""
2015-07-01,Patagonia,Residentes,750135,""
2015-07-01,Patagonia,No residentes,140165,""
2015-08-01,Buenos Aires,Residentes,268453,""
2015-08-01,Buenos Aires,No residentes,8599,""
2015-08-01,CABA,Residentes,570313,""
2015-08-01,CABA,No residentes,402518,""
2015-08-01,Cuyo,Residentes,291181,""
2015-08-01,Cuyo,No residentes,35080,""
2015-08-01,Córdoba,Residentes,276913,""
2015-08-01,Córdoba,No residentes,11767,""
2015-08-01,Litoral,Residentes,380415,""
2015-08-01,Litoral,No residentes,47510,""
2015-08-01,Norte,Residentes,392870,""
2015-08-01,Norte,No residentes,34429,""
2015-08-01,Patagonia,Residentes,761644,""
2015-08-01,Patagonia,No residentes,104377,""
2015-09-01,Buenos Aires,Residentes,338420,""
2015-09-01,Buenos Aires,No residentes,5997,""
2015-09-01,CABA,Residentes,573125,""
2015-09-01,CABA,No residentes,424579,""
2015-09-01,Cuyo,Residentes,273573,""
2015-09-01,Cuyo,No residentes,46376,""
2015-09-01,Córdoba,Residentes,292045,""
2015-09-01,Córdoba,No residentes,13059,""
2015-09-01,Litoral,Residentes,395524,""
2015-09-01,Litoral,No residentes,52083,""
2015-09-01,Norte,Residentes,382318,""
2015-09-01,Norte,No residentes,35360,""
2015-09-01,Patagonia,Residentes,749263,""
2015-09-01,Patagonia,No residentes,114396,""
2015-10-01,Buenos Aires,Residentes,408580,""
2015-10-01,Buenos Aires,No residentes,5558,""
2015-10-01,CABA,Residentes,591515,""
2015-10-01,CABA,No residentes,450371,""
2015-10-01,Cuyo,Residentes,260839,""
2015-10-01,Cuyo,No residentes,51174,""
2015-10-01,Córdoba,Residentes,429534,""
2015-10-01,Córdoba,No residentes,12734,""
2015-10-01,Litoral,Residentes,387462,""
2015-10-01,Litoral,No residentes,52860,""
2015-10-01,Norte,Residentes,317961,""
2015-10-01,Norte,No residentes,38487,""
2015-10-01,Patagonia,Residentes,641157,""
2015-10-01,Patagonia,No residentes,102080,""
2015-11-01,Buenos Aires,Residentes,513360,""
2015-11-01,Buenos Aires,No residentes,5053,""
2015-11-01,CABA,Residentes,565549,""
2015-11-01,CABA,No residentes,474584,""
2015-11-01,Cuyo,Residentes,226164,""
2015-11-01,Cuyo,No residentes,51652,""
2015-11-01,Córdoba,Residentes,390712,""
2015-11-01,Córdoba,No residentes,20739,""
2015-11-01,Litoral,Residentes,353981,""
2015-11-01,Litoral,No residentes,58896,""
2015-11-01,Norte,Residentes,238717,""
2015-11-01,Norte,No residentes,47786,""
2015-11-01,Patagonia,Residentes,479120,""
2015-11-01,Patagonia,No residentes,157273,""
2015-12-01,Buenos Aires,Residentes,595572,""
2015-12-01,Buenos Aires,No residentes,8103,""
2015-12-01,CABA,Residentes,498025,""
2015-12-01,CABA,No residentes,417141,""
2015-12-01,Cuyo,Residentes,220414,""
2015-12-01,Cuyo,No residentes,43302,""
2015-12-01,Córdoba,Residentes,421264,""
2015-12-01,Córdoba,No residentes,13744,""
2015-12-01,Litoral,Residentes,309158,""
2015-12-01,Litoral,No residentes,54240,""
2015-12-01,Norte,Residentes,186498,""
2015-12-01,Norte,No residentes,41148,""
2015-12-01,Patagonia,Residentes,567469,""
2015-12-01,Patagonia,No residentes,197580,""
2016-01-01,Buenos Aires,Residentes,1674763,""
2016-01-01,Buenos Aires,No residentes,8813,""
2016-01-01,CABA,Residentes,423655,""
2016-01-01,CABA,No residentes,421301,""
2016-01-01,Cuyo,Residentes,355532,""
2016-01-01,Cuyo,No residentes,58034,""
2016-01-01,Córdoba,Residentes,994294,""
2016-01-01,Córdoba,No residentes,11862,""
2016-01-01,Litoral,Residentes,402297,""
2016-01-01,Litoral,No residentes,79476,""
2016-01-01,Norte,Residentes,330683,""
2016-01-01,Norte,No residentes,45191,""
2016-01-01,Patagonia,Residentes,897655,""
2016-01-01,Patagonia,No residentes,275397,""
2016-02-01,Buenos Aires,Residentes,1385137,""
2016-02-01,Buenos Aires,No residentes,6166,""
2016-02-01,CABA,Residentes,453251,""
2016-02-01,CABA,No residentes,391512,""
2016-02-01,Cuyo,Residentes,325265,""
2016-02-01,Cuyo,No residentes,54732,""
2016-02-01,Córdoba,Residentes,778613,""
2016-02-01,Córdoba,No residentes,14241,""
2016-02-01,Litoral,Residentes,424619,""
2016-02-01,Litoral,No residentes,70611,""
2016-02-01,Norte,Residentes,300694,""
2016-02-01,Norte,No residentes,38382,""
2016-02-01,Patagonia,Residentes,736208,""
2016-02-01,Patagonia,No residentes,253359,""
2016-03-01,Buenos Aires,Residentes,673969,""
2016-03-01,Buenos Aires,No residentes,5170,""
2016-03-01,CABA,Residentes,535809,""
2016-03-01,CABA,No residentes,428657,""
2016-03-01,Cuyo,Residentes,262935,""
2016-03-01,Cuyo,No residentes,58314,""
2016-03-01,Córdoba,Residentes,443403,""
2016-03-01,Córdoba,No residentes,14006,""
2016-03-01,Litoral,Residentes,339492,""
2016-03-01,Litoral,No residentes,63683,""
2016-03-01,Norte,Residentes,261974,""
2016-03-01,Norte,No residentes,50208,""
2016-03-01,Patagonia,Residentes,523441,""
2016-03-01,Patagonia,No residentes,157968,""
2016-04-01,Buenos Aires,Residentes,265387,""
2016-04-01,Buenos Aires,No residentes,2257,""
2016-04-01,CABA,Residentes,507417,""
2016-04-01,CABA,No residentes,390922,""
2016-04-01,Cuyo,Residentes,204434,""
2016-04-01,Cuyo,No residentes,52526,""
2016-04-01,Córdoba,Residentes,263196,""
2016-04-01,Córdoba,No residentes,16336,""
2016-04-01,Litoral,Residentes,298542,""
2016-04-01,Litoral,No residentes,49243,""
2016-04-01,Norte,Residentes,262670,""
2016-04-01,Norte,No residentes,41763,""
2016-04-01,Patagonia,Residentes,358558,""
2016-04-01,Patagonia,No residentes,77528,""
2016-05-01,Buenos Aires,Residentes,179234,""
2016-05-01,Buenos Aires,No residentes,1937,""
2016-05-01,CABA,Residentes,488671,""
2016-05-01,CABA,No residentes,363199,""
2016-05-01,Cuyo,Residentes,196162,""
2016-05-01,Cuyo,No residentes,39878,""
2016-05-01,Córdoba,Residentes,236078,""
2016-05-01,Córdoba,No residentes,12392,""
2016-05-01,Litoral,Residentes,291686,""
2016-05-01,Litoral,No residentes,43529,""
2016-05-01,Norte,Residentes,269938,""
2016-05-01,Norte,No residentes,28346,""
2016-05-01,Patagonia,Residentes,292894,""
2016-05-01,Patagonia,No residentes,46023,""
2016-06-01,Buenos Aires,Residentes,191885,""
2016-06-01,Buenos Aires,No residentes,2585,""
2016-06-01,CABA,Residentes,480318,""
2016-06-01,CABA,No residentes,360809,""
2016-06-01,Cuyo,Residentes,202791,""
2016-06-01,Cuyo,No residentes,34356,""
2016-06-01,Córdoba,Residentes,243928,""
2016-06-01,Córdoba,No residentes,12220,""
2016-06-01,Litoral,Residentes,324135,""
2016-06-01,Litoral,No residentes,43849,""
2016-06-01,Norte,Residentes,322863,""
2016-06-01,Norte,No residentes,23121,""
2016-06-01,Patagonia,Residentes,318417,""
2016-06-01,Patagonia,No residentes,53445,""
2016-07-01,Buenos Aires,Residentes,328563,""
2016-07-01,Buenos Aires,No residentes,2736,""
2016-07-01,CABA,Residentes,655836,""
2016-07-01,CABA,No residentes,430093,""
2016-07-01,Cuyo,Residentes,461887,""
2016-07-01,Cuyo,No residentes,50561,""
2016-07-01,Córdoba,Residentes,494748,""
2016-07-01,Córdoba,No residentes,15852,""
2016-07-01,Litoral,Residentes,452113,""
2016-07-01,Litoral,No residentes,47195,""
2016-07-01,Norte,Residentes,599599,""
2016-07-01,Norte,No residentes,33312,""
2016-07-01,Patagonia,Residentes,726184,""
2016-07-01,Patagonia,No residentes,160845,""
2016-08-01,Buenos Aires,Residentes,230790,""
2016-08-01,Buenos Aires,No residentes,3869,""
2016-08-01,CABA,Residentes,540363,""
2016-08-01,CABA,No residentes,399510,""
2016-08-01,Cuyo,Residentes,259573,""
2016-08-01,Cuyo,No residentes,41759,""
2016-08-01,Córdoba,Residentes,260426,""
2016-08-01,Córdoba,No residentes,14690,""
2016-08-01,Litoral,Residentes,386408,""
2016-08-01,Litoral,No residentes,54467,""
2016-08-01,Norte,Residentes,449647,""
2016-08-01,Norte,No residentes,30389,""
2016-08-01,Patagonia,Residentes,704968,""
2016-08-01,Patagonia,No residentes,140125,""
2016-09-01,Buenos Aires,Residentes,251015,""
2016-09-01,Buenos Aires,No residentes,2026,""
2016-09-01,CABA,Residentes,540674,""
2016-09-01,CABA,No residentes,418011,""
2016-09-01,Cuyo,Residentes,259140,""
2016-09-01,Cuyo,No residentes,42392,""
2016-09-01,Córdoba,Residentes,288003,""
2016-09-01,Córdoba,No residentes,13398,""
2016-09-01,Litoral,Residentes,400745,""
2016-09-01,Litoral,No residentes,52174,""
2016-09-01,Norte,Residentes,401358,""
2016-09-01,Norte,No residentes,27238,""
2016-09-01,Patagonia,Residentes,734410,""
2016-09-01,Patagonia,No residentes,124823,""
2016-10-01,Buenos Aires,Residentes,413063,""
2016-10-01,Buenos Aires,No residentes,2645,""
2016-10-01,CABA,Residentes,568763,""
2016-10-01,CABA,No residentes,476416,""
2016-10-01,Cuyo,Residentes,278307,""
2016-10-01,Cuyo,No residentes,54552,""
2016-10-01,Córdoba,Residentes,414032,""
2016-10-01,Córdoba,No residentes,14717,""
2016-10-01,Litoral,Residentes,426987,""
2016-10-01,Litoral,No residentes,65054,""
2016-10-01,Norte,Residentes,363510,""
2016-10-01,Norte,No residentes,40451,""
2016-10-01,Patagonia,Residentes,666743,""
2016-10-01,Patagonia,No residentes,158372,""
2016-11-01,Buenos Aires,Residentes,428115,""
2016-11-01,Buenos Aires,No residentes,4259,""
2016-11-01,CABA,Residentes,564490,""
2016-11-01,CABA,No residentes,505653,""
2016-11-01,Cuyo,Residentes,255074,""
2016-11-01,Cuyo,No residentes,42116,""
2016-11-01,Córdoba,Residentes,413004,""
2016-11-01,Córdoba,No residentes,13360,""
2016-11-01,Litoral,Residentes,419236,""
2016-11-01,Litoral,No residentes,70034,""
2016-11-01,Norte,Residentes,276444,""
2016-11-01,Norte,No residentes,41387,""
2016-11-01,Patagonia,Residentes,497800,""
2016-11-01,Patagonia,No residentes,239623,""
2016-12-01,Buenos Aires,Residentes,583067,""
2016-12-01,Buenos Aires,No residentes,5077,""
2016-12-01,CABA,Residentes,455355,""
2016-12-01,CABA,No residentes,435531,""
2016-12-01,Cuyo,Residentes,208801,""
2016-12-01,Cuyo,No residentes,43198,""
2016-12-01,Córdoba,Residentes,472440,""
2016-12-01,Córdoba,No residentes,12853,""
2016-12-01,Litoral,Residentes,374731,""
2016-12-01,Litoral,No residentes,69304,""
2016-12-01,Norte,Residentes,211525,""
2016-12-01,Norte,No residentes,32475,""
2016-12-01,Patagonia,Residentes,565321,""
2016-12-01,Patagonia,No residentes,263742,""
2017-01-01,Buenos Aires,Residentes,1596368,""
2017-01-01,Buenos Aires,No residentes,9998,""
2017-01-01,CABA,Residentes,416843,""
2017-01-01,CABA,No residentes,410161,""
2017-01-01,Cuyo,Residentes,378759,""
2017-01-01,Cuyo,No residentes,59423,""
2017-01-01,Córdoba,Residentes,967048,""
2017-01-01,Córdoba,No residentes,13554,""
2017-01-01,Litoral,Residentes,512675,""
2017-01-01,Litoral,No residentes,84631,""
2017-01-01,Norte,Residentes,322965,""
2017-01-01,Norte,No residentes,42381,""
2017-01-01,Patagonia,Residentes,911273,""
2017-01-01,Patagonia,No residentes,308482,""
2017-02-01,Buenos Aires,Residentes,1384292,""
2017-02-01,Buenos Aires,No residentes,5762,""
2017-02-01,CABA,Residentes,432194,""
2017-02-01,CABA,No residentes,385641,""
2017-02-01,Cuyo,Residentes,313072,""
2017-02-01,Cuyo,No residentes,51102,""
2017-02-01,Córdoba,Residentes,825704,""
2017-02-01,Córdoba,No residentes,13390,""
2017-02-01,Litoral,Residentes,503780,""
2017-02-01,Litoral,No residentes,82248,""
2017-02-01,Norte,Residentes,304010,""
2017-02-01,Norte,No residentes,37839,""
2017-02-01,Patagonia,Residentes,734704,""
2017-02-01,Patagonia,No residentes,253876,""
2017-03-01,Buenos Aires,Residentes,577308,""
2017-03-01,Buenos Aires,No residentes,4245,""
2017-03-01,CABA,Residentes,510296,""
2017-03-01,CABA,No residentes,448830,""
2017-03-01,Cuyo,Residentes,236950,""
2017-03-01,Cuyo,No residentes,54752,""
2017-03-01,Córdoba,Residentes,468295,""
2017-03-01,Córdoba,No residentes,13656,""
2017-03-01,Litoral,Residentes,405144,""
2017-03-01,Litoral,No residentes,73598,""
2017-03-01,Norte,Residentes,234807,""
2017-03-01,Norte,No residentes,35262,""
2017-03-01,Patagonia,Residentes,539764,""
2017-03-01,Patagonia,No residentes,165504,""
2017-04-01,Buenos Aires,Residentes,362499,""
2017-04-01,Buenos Aires,No residentes,3132,""
2017-04-01,CABA,Residentes,525434,""
2017-04-01,CABA,No residentes,443281,""
2017-04-01,Cuyo,Residentes,225562,""
2017-04-01,Cuyo,No residentes,56871,""
2017-04-01,Córdoba,Residentes,352840,""
2017-04-01,Córdoba,No residentes,14745,""
2017-04-01,Litoral,Residentes,417762,""
2017-04-01,Litoral,No residentes,65931,""
2017-04-01,Norte,Residentes,316859,""
2017-04-01,Norte,No residentes,45556,""
2017-04-01,Patagonia,Residentes,430561,""
2017-04-01,Patagonia,No residentes,103165,""
2017-05-01,Buenos Aires,Residentes,190727,""
2017-05-01,Buenos Aires,No residentes,2913,""
2017-05-01,CABA,Residentes,534586,""
2017-05-01,CABA,No residentes,400305,""
2017-05-01,Cuyo,Residentes,176429,""
2017-05-01,Cuyo,No residentes,38602,""
2017-05-01,Córdoba,Residentes,230973,""
2017-05-01,Córdoba,No residentes,12172,""
2017-05-01,Litoral,Residentes,381268,""
2017-05-01,Litoral,No residentes,44696,""
2017-05-01,Norte,Residentes,289027,""
2017-05-01,Norte,No residentes,26842,""
2017-05-01,Patagonia,Residentes,341422,""
2017-05-01,Patagonia,No residentes,54507,""
2017-06-01,Buenos Aires,Residentes,190318,""
2017-06-01,Buenos Aires,No residentes,3745,""
2017-06-01,CABA,Residentes,523347,""
2017-06-01,CABA,No residentes,383682,""
2017-06-01,Cuyo,Residentes,191531,""
2017-06-01,Cuyo,No residentes,41459,""
2017-06-01,Córdoba,Residentes,224132,""
2017-06-01,Córdoba,No residentes,11823,""
2017-06-01,Litoral,Residentes,383307,""
2017-06-01,Litoral,No residentes,44594,""
2017-06-01,Norte,Residentes,312640,""
2017-06-01,Norte,No residentes,23391,""
2017-06-01,Patagonia,Residentes,364411,""
2017-06-01,Patagonia,No residentes,76315,""
2017-07-01,Buenos Aires,Residentes,343033,""
2017-07-01,Buenos Aires,No residentes,3429,""
2017-07-01,CABA,Residentes,673127,""
2017-07-01,CABA,No residentes,463226,""
2017-07-01,Cuyo,Residentes,377624,""
2017-07-01,Cuyo,No residentes,50073,""
2017-07-01,Córdoba,Residentes,537303,""
2017-07-01,Córdoba,No residentes,16129,""
2017-07-01,Litoral,Residentes,539547,""
2017-07-01,Litoral,No residentes,58173,""
2017-07-01,Norte,Residentes,629612,""
2017-07-01,Norte,No residentes,32573,""
2017-07-01,Patagonia,Residentes,772906,""
2017-07-01,Patagonia,No residentes,203851,""
2017-08-01,Buenos Aires,Residentes,261063,""
2017-08-01,Buenos Aires,No residentes,3706,""
2017-08-01,CABA,Residentes,540985,""
2017-08-01,CABA,No residentes,424677,""
2017-08-01,Cuyo,Residentes,255188,""
2017-08-01,Cuyo,No residentes,45935,""
2017-08-01,Córdoba,Residentes,325006,""
2017-08-01,Córdoba,No residentes,13424,""
2017-08-01,Litoral,Residentes,434448,""
2017-08-01,Litoral,No residentes,52827,""
2017-08-01,Norte,Residentes,429935,""
2017-08-01,Norte,No residentes,30804,""
2017-08-01,Patagonia,Residentes,684868,""
2017-08-01,Patagonia,No residentes,151464,""
2017-09-01,Buenos Aires,Residentes,284867,""
2017-09-01,Buenos Aires,No residentes,4325,""
2017-09-01,CABA,Residentes,550548,""
2017-09-01,CABA,No residentes,441211,""
2017-09-01,Cuyo,Residentes,266974,""
2017-09-01,Cuyo,No residentes,64124,""
2017-09-01,Córdoba,Residentes,337675,""
2017-09-01,Córdoba,No residentes,15311,""
2017-09-01,Litoral,Residentes,446937,""
2017-09-01,Litoral,No residentes,58230,""
2017-09-01,Norte,Residentes,425694,""
2017-09-01,Norte,No residentes,28980,""
2017-09-01,Patagonia,Residentes,740847,""
2017-09-01,Patagonia,No residentes,137939,""
2017-10-01,Buenos Aires,Residentes,465160,""
2017-10-01,Buenos Aires,No residentes,5464,""
2017-10-01,CABA,Residentes,563246,""
2017-10-01,CABA,No residentes,509167,""
2017-10-01,Cuyo,Residentes,281112,""
2017-10-01,Cuyo,No residentes,62755,""
2017-10-01,Córdoba,Residentes,441890,""
2017-10-01,Córdoba,No residentes,14752,""
2017-10-01,Litoral,Residentes,443799,""
2017-10-01,Litoral,No residentes,55235,""
2017-10-01,Norte,Residentes,363182,""
2017-10-01,Norte,No residentes,40701,""
2017-10-01,Patagonia,Residentes,593734,""
2017-10-01,Patagonia,No residentes,164303,""
2017-11-01,Buenos Aires,Residentes,505875,""
2017-11-01,Buenos Aires,No residentes,6944,""
2017-11-01,CABA,Residentes,582473,""
2017-11-01,CABA,No residentes,530366,""
2017-11-01,Cuyo,Residentes,259821,""
2017-11-01,Cuyo,No residentes,70369,""
2017-11-01,Córdoba,Residentes,465267,""
2017-11-01,Córdoba,No residentes,16241,""
2017-11-01,Litoral,Residentes,435760,""
2017-11-01,Litoral,No residentes,71952,""
2017-11-01,Norte,Residentes,307835,""
2017-11-01,Norte,No residentes,55713,""
2017-11-01,Patagonia,Residentes,528264,""
2017-11-01,Patagonia,No residentes,223463,""
2017-12-01,Buenos Aires,Residentes,599276,""
2017-12-01,Buenos Aires,No residentes,7747,""
2017-12-01,CABA,Residentes,465422,""
2017-12-01,CABA,No residentes,489997,""
2017-12-01,Cuyo,Residentes,197593,""
2017-12-01,Cuyo,No residentes,54417,""
2017-12-01,Córdoba,Residentes,487355,""
2017-12-01,Córdoba,No residentes,12431,""
2017-12-01,Litoral,Residentes,391014,""
