indice_tiempo,region_de_destino,origen_pernoctes,pernoctes,observaciones
2010-08-01,Cuyo,No residentes,46535,""
2010-08-01,Córdoba,Residentes,329175,""
2010-08-01,Córdoba,No residentes,11373,""
2010-08-01,Litoral,Residentes,355705,""
2010-08-01,Litoral,No residentes,55403,""
2010-08-01,Norte,Residentes,336385,""
2010-08-01,Norte,No residentes,38494,""
2010-08-01,Patagonia,Residentes,578877,""
2010-08-01,Patagonia,No residentes,215553,""
2010-09-01,Buenos Aires,Residentes,281066,""
2010-09-01,Buenos Aires,No residentes,3880,""
2010-09-01,CABA,Residentes,446130,""
2010-09-01,CABA,No residentes,585401,""
2010-09-01,Cuyo,Residentes,263237,""
2010-09-01,Cuyo,No residentes,54417,""
2010-09-01,Córdoba,Residentes,316102,""
2010-09-01,Córdoba,No residentes,14103,""
2010-09-01,Litoral,Residentes,360066,""
2010-09-01,Litoral,No residentes,51799,""
2010-09-01,Norte,Residentes,295603,""
2010-09-01,Norte,No residentes,32317,""
2010-09-01,Patagonia,Residentes,559235,""
2010-09-01,Patagonia,No residentes,184810,""
2010-10-01,Buenos Aires,Residentes,487943,""
2010-10-01,Buenos Aires,No residentes,5764,""
2010-10-01,CABA,Residentes,468344,""
2010-10-01,CABA,No residentes,637660,""
2010-10-01,Cuyo,Residentes,281724,""
2010-10-01,Cuyo,No residentes,67975,""
2010-10-01,Córdoba,Residentes,410831,""
2010-10-01,Córdoba,No residentes,18308,""
2010-10-01,Litoral,Residentes,371628,""
2010-10-01,Litoral,No residentes,63797,""
2010-10-01,Norte,Residentes,288449,""
2010-10-01,Norte,No residentes,47461,""
2010-10-01,Patagonia,Residentes,436296,""
2010-10-01,Patagonia,No residentes,183872,""
2010-11-01,Buenos Aires,Residentes,528336,""
2010-11-01,Buenos Aires,No residentes,4715,""
2010-11-01,CABA,Residentes,464407,""
2010-11-01,CABA,No residentes,632077,""
2010-11-01,Cuyo,Residentes,245817,""
2010-11-01,Cuyo,No residentes,55867,""
2010-11-01,Córdoba,Residentes,358487,""
2010-11-01,Córdoba,No residentes,16364,""
2010-11-01,Litoral,Residentes,339294,""
2010-11-01,Litoral,No residentes,70365,""
2010-11-01,Norte,Residentes,223706,""
2010-11-01,Norte,No residentes,57736,""
2010-11-01,Patagonia,Residentes,368990,""
2010-11-01,Patagonia,No residentes,284744,""
2010-12-01,Buenos Aires,Residentes,645276,""
2010-12-01,Buenos Aires,No residentes,9494,""
2010-12-01,CABA,Residentes,389804,""
2010-12-01,CABA,No residentes,590791,""
2010-12-01,Cuyo,Residentes,197709,""
2010-12-01,Cuyo,No residentes,55867,""
2010-12-01,Córdoba,Residentes,370646,""
2010-12-01,Córdoba,No residentes,15269,""
2010-12-01,Litoral,Residentes,322974,""
2010-12-01,Litoral,No residentes,70539,""
2010-12-01,Norte,Residentes,171548,""
2010-12-01,Norte,No residentes,39040,""
2010-12-01,Patagonia,Residentes,391543,""
2010-12-01,Patagonia,No residentes,289670,""
2011-01-01,Buenos Aires,Residentes,1826326,""
2011-01-01,Buenos Aires,No residentes,25126,""
2011-01-01,CABA,Residentes,326699,""
2011-01-01,CABA,No residentes,610749,""
2011-01-01,Cuyo,Residentes,368859,""
2011-01-01,Cuyo,No residentes,78493,""
2011-01-01,Córdoba,Residentes,1159513,""
2011-01-01,Córdoba,No residentes,17479,""
2011-01-01,Litoral,Residentes,451887,""
2011-01-01,Litoral,No residentes,80523,""
2011-01-01,Norte,Residentes,309811,""
2011-01-01,Norte,No residentes,51672,""
2011-01-01,Patagonia,Residentes,832704,""
2011-01-01,Patagonia,No residentes,359503,""
2011-02-01,Buenos Aires,Residentes,1471865,""
2011-02-01,Buenos Aires,No residentes,15547,""
2011-02-01,CABA,Residentes,332978,""
2011-02-01,CABA,No residentes,491546,""
2011-02-01,Cuyo,Residentes,295962,""
2011-02-01,Cuyo,No residentes,74395,""
2011-02-01,Córdoba,Residentes,895480,""
2011-02-01,Córdoba,No residentes,14227,""
2011-02-01,Litoral,Residentes,472389,""
2011-02-01,Litoral,No residentes,70048,""
2011-02-01,Norte,Residentes,258066,""
2011-02-01,Norte,No residentes,48452,""
2011-02-01,Patagonia,Residentes,543802,""
2011-02-01,Patagonia,No residentes,332404,""
2011-03-01,Buenos Aires,Residentes,855093,""
2011-03-01,Buenos Aires,No residentes,7428,""
2011-03-01,CABA,Residentes,414950,""
2011-03-01,CABA,No residentes,585166,""
2011-03-01,Cuyo,Residentes,328602,""
2011-03-01,Cuyo,No residentes,61567,""
2011-03-01,Córdoba,Residentes,547141,""
2011-03-01,Córdoba,No residentes,13938,""
2011-03-01,Litoral,Residentes,399379,""
2011-03-01,Litoral,No residentes,62573,""
2011-03-01,Norte,Residentes,276898,""
2011-03-01,Norte,No residentes,57861,""
2011-03-01,Patagonia,Residentes,405106,""
2011-03-01,Patagonia,No residentes,221745,""
2011-04-01,Buenos Aires,Residentes,415183,""
2011-04-01,Buenos Aires,No residentes,4126,""
2011-04-01,CABA,Residentes,421140,""
2011-04-01,CABA,No residentes,575453,""
2011-04-01,Cuyo,Residentes,281740,""
2011-04-01,Cuyo,No residentes,62317,""
2011-04-01,Córdoba,Residentes,365456,""
2011-04-01,Córdoba,No residentes,15231,""
2011-04-01,Litoral,Residentes,377452,""
2011-04-01,Litoral,No residentes,54099,""
2011-04-01,Norte,Residentes,249931,""
2011-04-01,Norte,No residentes,49039,""
2011-04-01,Patagonia,Residentes,307951,""
2011-04-01,Patagonia,No residentes,119492,""
2011-05-01,Buenos Aires,Residentes,257358,""
2011-05-01,Buenos Aires,No residentes,3962,""
2011-05-01,CABA,Residentes,423493,""
2011-05-01,CABA,No residentes,484657,""
2011-05-01,Cuyo,Residentes,248349,""
2011-05-01,Cuyo,No residentes,55549,""
2011-05-01,Córdoba,Residentes,294133,""
2011-05-01,Córdoba,No residentes,16259,""
2011-05-01,Litoral,Residentes,335282,""
2011-05-01,Litoral,No residentes,38476,""
2011-05-01,Norte,Residentes,260289,""
2011-05-01,Norte,No residentes,36975,""
2011-05-01,Patagonia,Residentes,234546,""
2011-05-01,Patagonia,No residentes,60825,""
2011-06-01,Buenos Aires,Residentes,207320,""
2011-06-01,Buenos Aires,No residentes,2729,""
2011-06-01,CABA,Residentes,427799,""
2011-06-01,CABA,No residentes,482463,""
2011-06-01,Cuyo,Residentes,223865,""
2011-06-01,Cuyo,No residentes,40072,""
2011-06-01,Córdoba,Residentes,312300,""
2011-06-01,Córdoba,No residentes,14818,""
2011-06-01,Litoral,Residentes,340923,""
2011-06-01,Litoral,No residentes,36034,""
2011-06-01,Norte,Residentes,271771,""
2011-06-01,Norte,No residentes,24892,""
2011-06-01,Patagonia,Residentes,166586,""
2011-06-01,Patagonia,No residentes,26491,""
2011-07-01,Buenos Aires,Residentes,378318,""
2011-07-01,Buenos Aires,No residentes,4247,""
2011-07-01,CABA,Residentes,538639,""
2011-07-01,CABA,No residentes,664829,""
2011-07-01,Cuyo,Residentes,363549,""
2011-07-01,Cuyo,No residentes,107731,""
2011-07-01,Córdoba,Residentes,542153,""
2011-07-01,Córdoba,No residentes,18352,""
2011-07-01,Litoral,Residentes,438332,""
2011-07-01,Litoral,No residentes,60289,""
2011-07-01,Norte,Residentes,521467,""
2011-07-01,Norte,No residentes,42335,""
2011-07-01,Patagonia,Residentes,375634,""
2011-07-01,Patagonia,No residentes,127288,""
2011-08-01,Buenos Aires,Residentes,313364,""
2011-08-01,Buenos Aires,No residentes,9472,""
2011-08-01,CABA,Residentes,459017,""
2011-08-01,CABA,No residentes,526202,""
2011-08-01,Cuyo,Residentes,273574,""
2011-08-01,Cuyo,No residentes,46323,""
2011-08-01,Córdoba,Residentes,365567,""
2011-08-01,Córdoba,No residentes,13749,""
2011-08-01,Litoral,Residentes,376855,""
2011-08-01,Litoral,No residentes,39525,""
2011-08-01,Norte,Residentes,323379,""
2011-08-01,Norte,No residentes,37413,""
2011-08-01,Patagonia,Residentes,474377,""
2011-08-01,Patagonia,No residentes,125202,""
2011-09-01,Buenos Aires,Residentes,346590,""
2011-09-01,Buenos Aires,No residentes,4693,""
2011-09-01,CABA,Residentes,501033,""
2011-09-01,CABA,No residentes,596081,""
2011-09-01,Cuyo,Residentes,301977,""
2011-09-01,Cuyo,No residentes,58422,""
2011-09-01,Córdoba,Residentes,330944,""
2011-09-01,Córdoba,No residentes,15395,""
2011-09-01,Litoral,Residentes,400999,""
2011-09-01,Litoral,No residentes,42453,""
2011-09-01,Norte,Residentes,333900,""
2011-09-01,Norte,No residentes,30988,""
2011-09-01,Patagonia,Residentes,536218,""
2011-09-01,Patagonia,No residentes,138904,""
2011-10-01,Buenos Aires,Residentes,471126,""
2011-10-01,Buenos Aires,No residentes,4637,""
2011-10-01,CABA,Residentes,504473,""
2011-10-01,CABA,No residentes,589066,""
2011-10-01,Cuyo,Residentes,314161,""
2011-10-01,Cuyo,No residentes,68596,""
2011-10-01,Córdoba,Residentes,412521,""
2011-10-01,Córdoba,No residentes,16666,""
2011-10-01,Litoral,Residentes,385803,""
2011-10-01,Litoral,No residentes,56310,""
2011-10-01,Norte,Residentes,280300,""
2011-10-01,Norte,No residentes,44689,""
2011-10-01,Patagonia,Residentes,440819,""
2011-10-01,Patagonia,No residentes,151348,""
2011-11-01,Buenos Aires,Residentes,599199,""
2011-11-01,Buenos Aires,No residentes,6172,""
2011-11-01,CABA,Residentes,520970,""
2011-11-01,CABA,No residentes,623676,""
2011-11-01,Cuyo,Residentes,295146,""
2011-11-01,Cuyo,No residentes,62695,""
2011-11-01,Córdoba,Residentes,423630,""
2011-11-01,Córdoba,No residentes,16944,""
2011-11-01,Litoral,Residentes,381198,""
2011-11-01,Litoral,No residentes,68270,""
2011-11-01,Norte,Residentes,230785,""
2011-11-01,Norte,No residentes,62424,""
2011-11-01,Patagonia,Residentes,329236,""
2011-11-01,Patagonia,No residentes,224546,""
2011-12-01,Buenos Aires,Residentes,693896,""
2011-12-01,Buenos Aires,No residentes,12042,""
2011-12-01,CABA,Residentes,424866,""
2011-12-01,CABA,No residentes,559617,""
2011-12-01,Cuyo,Residentes,235687,""
2011-12-01,Cuyo,No residentes,55781,""
2011-12-01,Córdoba,Residentes,476262,""
2011-12-01,Córdoba,No residentes,13414,""
2011-12-01,Litoral,Residentes,353088,""
2011-12-01,Litoral,No residentes,64797,""
2011-12-01,Norte,Residentes,171926,""
2011-12-01,Norte,No residentes,39943,""
2011-12-01,Patagonia,Residentes,354549,""
2011-12-01,Patagonia,No residentes,233918,""
2012-01-01,Buenos Aires,Residentes,1937631,""
2012-01-01,Buenos Aires,No residentes,16080,""
2012-01-01,CABA,Residentes,353128,""
2012-01-01,CABA,No residentes,574775,""
2012-01-01,Cuyo,Residentes,357098,""
2012-01-01,Cuyo,No residentes,65149,""
2012-01-01,Córdoba,Residentes,1151636,""
2012-01-01,Córdoba,No residentes,16082,""
2012-01-01,Litoral,Residentes,509693,""
2012-01-01,Litoral,No residentes,88244,""
2012-01-01,Norte,Residentes,317843,""
2012-01-01,Norte,No residentes,43817,""
2012-01-01,Patagonia,Residentes,609049,""
2012-01-01,Patagonia,No residentes,304033,""
2012-02-01,Buenos Aires,Residentes,1590211,""
2012-02-01,Buenos Aires,No residentes,13764,""
2012-02-01,CABA,Residentes,349043,""
2012-02-01,CABA,No residentes,505287,""
2012-02-01,Cuyo,Residentes,315325,""
2012-02-01,Cuyo,No residentes,74515,""
2012-02-01,Córdoba,Residentes,923059,""
2012-02-01,Córdoba,No residentes,14072,""
2012-02-01,Litoral,Residentes,509454,""
2012-02-01,Litoral,No residentes,80920,""
2012-02-01,Norte,Residentes,265825,""
2012-02-01,Norte,No residentes,39950,""
2012-02-01,Patagonia,Residentes,455554,""
2012-02-01,Patagonia,No residentes,283243,""
2012-03-01,Buenos Aires,Residentes,806267,""
2012-03-01,Buenos Aires,No residentes,13337,""
2012-03-01,CABA,Residentes,449507,""
2012-03-01,CABA,No residentes,592431,""
2012-03-01,Cuyo,Residentes,307236,""
2012-03-01,Cuyo,No residentes,60552,""
2012-03-01,Córdoba,Residentes,558262,""
2012-03-01,Córdoba,No residentes,13922,""
2012-03-01,Litoral,Residentes,401442,""
2012-03-01,Litoral,No residentes,63854,""
2012-03-01,Norte,Residentes,213801,""
2012-03-01,Norte,No residentes,40451,""
2012-03-01,Patagonia,Residentes,328480,""
2012-03-01,Patagonia,No residentes,170769,""
2012-04-01,Buenos Aires,Residentes,550664,""
2012-04-01,Buenos Aires,No residentes,6798,""
2012-04-01,CABA,Residentes,424129,""
2012-04-01,CABA,No residentes,546311,""
2012-04-01,Cuyo,Residentes,310252,""
2012-04-01,Cuyo,No residentes,54646,""
2012-04-01,Córdoba,Residentes,473127,""
2012-04-01,Córdoba,No residentes,17846,""
2012-04-01,Litoral,Residentes,414347,""
2012-04-01,Litoral,No residentes,54137,""
2012-04-01,Norte,Residentes,295421,""
2012-04-01,Norte,No residentes,33556,""
2012-04-01,Patagonia,Residentes,330788,""
2012-04-01,Patagonia,No residentes,90067,""
2012-05-01,Buenos Aires,Residentes,294774,""
2012-05-01,Buenos Aires,No residentes,4781,""
2012-05-01,CABA,Residentes,410102,""
2012-05-01,CABA,No residentes,448364,""
2012-05-01,Cuyo,Residentes,242392,""
2012-05-01,Cuyo,No residentes,41815,""
2012-05-01,Córdoba,Residentes,317954,""
2012-05-01,Córdoba,No residentes,12811,""
2012-05-01,Litoral,Residentes,343282,""
2012-05-01,Litoral,No residentes,44811,""
2012-05-01,Norte,Residentes,245481,""
2012-05-01,Norte,No residentes,23613,""
2012-05-01,Patagonia,Residentes,236445,""
2012-05-01,Patagonia,No residentes,36220,""
2012-06-01,Buenos Aires,Residentes,222342,""
2012-06-01,Buenos Aires,No residentes,4375,""
2012-06-01,CABA,Residentes,416331,""
2012-06-01,CABA,No residentes,453655,""
2012-06-01,Cuyo,Residentes,223955,""
2012-06-01,Cuyo,No residentes,35212,""
2012-06-01,Córdoba,Residentes,181267,""
2012-06-01,Córdoba,No residentes,10468,""
2012-06-01,Litoral,Residentes,337870,""
2012-06-01,Litoral,No residentes,41553,""
2012-06-01,Norte,Residentes,255364,""
2012-06-01,Norte,No residentes,17301,""
2012-06-01,Patagonia,Residentes,252827,""
2012-06-01,Patagonia,No residentes,54278,""
2012-07-01,Buenos Aires,Residentes,401411,""
2012-07-01,Buenos Aires,No residentes,8321,""
2012-07-01,CABA,Residentes,521209,""
2012-07-01,CABA,No residentes,531888,""
2012-07-01,Cuyo,Residentes,390611,""
2012-07-01,Cuyo,No residentes,52172,""
2012-07-01,Córdoba,Residentes,410059,""
2012-07-01,Córdoba,No residentes,13364,""
2012-07-01,Litoral,Residentes,473757,""
2012-07-01,Litoral,No residentes,48525,""
2012-07-01,Norte,Residentes,518237,""
2012-07-01,Norte,No residentes,25891,""
2012-07-01,Patagonia,Residentes,607336,""
2012-07-01,Patagonia,No residentes,214951,""
2012-08-01,Buenos Aires,Residentes,315078,""
2012-08-01,Buenos Aires,No residentes,5653,""
2012-08-01,CABA,Residentes,440692,""
2012-08-01,CABA,No residentes,457957,""
2012-08-01,Cuyo,Residentes,296374,""
2012-08-01,Cuyo,No residentes,43210,""
2012-08-01,Córdoba,Residentes,267978,""
2012-08-01,Córdoba,No residentes,10709,""
2012-08-01,Litoral,Residentes,393032,""
2012-08-01,Litoral,No residentes,44098,""
2012-08-01,Norte,Residentes,362867,""
2012-08-01,Norte,No residentes,28958,""
2012-08-01,Patagonia,Residentes,600059,""
2012-08-01,Patagonia,No residentes,135623,""
2012-09-01,Buenos Aires,Residentes,397570,""
2012-09-01,Buenos Aires,No residentes,4374,""
2012-09-01,CABA,Residentes,455863,""
2012-09-01,CABA,No residentes,484320,""
2012-09-01,Cuyo,Residentes,288167,""
2012-09-01,Cuyo,No residentes,58545,""
2012-09-01,Córdoba,Residentes,289587,""
2012-09-01,Córdoba,No residentes,13583,""
2012-09-01,Litoral,Residentes,393705,""
2012-09-01,Litoral,No residentes,51555,""
2012-09-01,Norte,Residentes,352432,""
2012-09-01,Norte,No residentes,24433,""
2012-09-01,Patagonia,Residentes,633774,""
2012-09-01,Patagonia,No residentes,112570,""
2012-10-01,Buenos Aires,Residentes,438071,""
2012-10-01,Buenos Aires,No residentes,5947,""
2012-10-01,CABA,Residentes,488593,""
2012-10-01,CABA,No residentes,510337,""
2012-10-01,Cuyo,Residentes,322018,""
2012-10-01,Cuyo,No residentes,55104,""
2012-10-01,Córdoba,Residentes,347881,""
2012-10-01,Córdoba,No residentes,13314,""
2012-10-01,Litoral,Residentes,419414,""
2012-10-01,Litoral,No residentes,63448,""
2012-10-01,Norte,Residentes,313912,""
2012-10-01,Norte,No residentes,37282,""
2012-10-01,Patagonia,Residentes,555553,""
2012-10-01,Patagonia,No residentes,108512,""
2012-11-01,Buenos Aires,Residentes,566482,""
2012-11-01,Buenos Aires,No residentes,9064,""
2012-11-01,CABA,Residentes,500736,""
2012-11-01,CABA,No residentes,562747,""
2012-11-01,Cuyo,Residentes,283288,""
2012-11-01,Cuyo,No residentes,63456,""
2012-11-01,Córdoba,Residentes,351772,""
2012-11-01,Córdoba,No residentes,11136,""
2012-11-01,Litoral,Residentes,400813,""
2012-11-01,Litoral,No residentes,68013,""
2012-11-01,Norte,Residentes,243937,""
2012-11-01,Norte,No residentes,42471,""
2012-11-01,Patagonia,Residentes,411299,""
2012-11-01,Patagonia,No residentes,188913,""
2012-12-01,Buenos Aires,Residentes,695001,""
2012-12-01,Buenos Aires,No residentes,10217,""
2012-12-01,CABA,Residentes,412744,""
2012-12-01,CABA,No residentes,508697,""
2012-12-01,Cuyo,Residentes,231113,""
2012-12-01,Cuyo,No residentes,50877,""
2012-12-01,Córdoba,Residentes,360446,""
2012-12-01,Córdoba,No residentes,12364,""
2012-12-01,Litoral,Residentes,336238,""
2012-12-01,Litoral,No residentes,49510,""
2012-12-01,Norte,Residentes,166146,""
2012-12-01,Norte,No residentes,30433,""
2012-12-01,Patagonia,Residentes,467566,""
2012-12-01,Patagonia,No residentes,230529,""
2013-01-01,Buenos Aires,Residentes,1691790,""
2013-01-01,Buenos Aires,No residentes,10173,""
2013-01-01,CABA,Residentes,338036,""
2013-01-01,CABA,No residentes,450287,""
2013-01-01,Cuyo,Residentes,372559,""
2013-01-01,Cuyo,No residentes,77385,""
2013-01-01,Córdoba,Residentes,914393,""
2013-01-01,Córdoba,No residentes,17405,""
2013-01-01,Litoral,Residentes,446417,""
2013-01-01,Litoral,No residentes,64014,""
2013-01-01,Norte,Residentes,314198,""
2013-01-01,Norte,No residentes,42488,""
2013-01-01,Patagonia,Residentes,816901,""
2013-01-01,Patagonia,No residentes,277736,""
2013-02-01,Buenos Aires,Residentes,1390276,""
2013-02-01,Buenos Aires,No residentes,6370,""
2013-02-01,CABA,Residentes,335205,""
2013-02-01,CABA,No residentes,428293,""
2013-02-01,Cuyo,Residentes,324098,""
2013-02-01,Cuyo,No residentes,65323,""
2013-02-01,Córdoba,Residentes,743998,""
2013-02-01,Córdoba,No residentes,16486,""
2013-02-01,Litoral,Residentes,418838,""
2013-02-01,Litoral,No residentes,54580,""
2013-02-01,Norte,Residentes,278446,""
2013-02-01,Norte,No residentes,33763,""
2013-02-01,Patagonia,Residentes,581714,""
2013-02-01,Patagonia,No residentes,266406,""
2013-03-01,Buenos Aires,Residentes,765434,""
2013-03-01,Buenos Aires,No residentes,4029,""
2013-03-01,CABA,Residentes,444673,""
2013-03-01,CABA,No residentes,497062,""
2013-03-01,Cuyo,Residentes,342645,""
2013-03-01,Cuyo,No residentes,65196,""
2013-03-01,Córdoba,Residentes,489870,""
2013-03-01,Córdoba,No residentes,12992,""
2013-03-01,Litoral,Residentes,359242,""
2013-03-01,Litoral,No residentes,62472,""
2013-03-01,Norte,Residentes,294006,""
2013-03-01,Norte,No residentes,44885,""
2013-03-01,Patagonia,Residentes,466031,""
2013-03-01,Patagonia,No residentes,158459,""
2013-04-01,Buenos Aires,Residentes,285583,""
2013-04-01,Buenos Aires,No residentes,3626,""
2013-04-01,CABA,Residentes,424760,""
2013-04-01,CABA,No residentes,431030,""
2013-04-01,Cuyo,Residentes,277738,""
2013-04-01,Cuyo,No residentes,53620,""
2013-04-01,Córdoba,Residentes,278464,""
2013-04-01,Córdoba,No residentes,11651,""
2013-04-01,Litoral,Residentes,308696,""
2013-04-01,Litoral,No residentes,47595,""
2013-04-01,Norte,Residentes,260206,""
2013-04-01,Norte,No residentes,30935,""
2013-04-01,Patagonia,Residentes,313074,""
2013-04-01,Patagonia,No residentes,72070,""
2013-05-01,Buenos Aires,Residentes,195298,""
2013-05-01,Buenos Aires,No residentes,2558,""
2013-05-01,CABA,Residentes,466369,""
2013-05-01,CABA,No residentes,441035,""
2013-05-01,Cuyo,Residentes,233093,""
2013-05-01,Cuyo,No residentes,47970,""
2013-05-01,Córdoba,Residentes,226562,""
2013-05-01,Córdoba,No residentes,11871,""
2013-05-01,Litoral,Residentes,340662,""
2013-05-01,Litoral,No residentes,46327,""
2013-05-01,Norte,Residentes,275747,""
2013-05-01,Norte,No residentes,28624,""
2013-05-01,Patagonia,Residentes,233700,""
2013-05-01,Patagonia,No residentes,45905,""
2013-06-01,Buenos Aires,Residentes,232074,""
2013-06-01,Buenos Aires,No residentes,2745,""
2013-06-01,CABA,Residentes,462324,""
2013-06-01,CABA,No residentes,441147,""
2013-06-01,Cuyo,Residentes,255771,""
2013-06-01,Cuyo,No residentes,35805,""
2013-06-01,Córdoba,Residentes,237566,""
2013-06-01,Córdoba,No residentes,9157,""
2013-06-01,Litoral,Residentes,350576,""
2013-06-01,Litoral,No residentes,45869,""
2013-06-01,Norte,Residentes,310688,""
2013-06-01,Norte,No residentes,16097,""
2013-06-01,Patagonia,Residentes,300727,""
2013-06-01,Patagonia,No residentes,70902,""
2013-07-01,Buenos Aires,Residentes,326876,""
2013-07-01,Buenos Aires,No residentes,3232,""
2013-07-01,CABA,Residentes,578721,""
2013-07-01,CABA,No residentes,527907,""
2013-07-01,Cuyo,Residentes,411360,""
2013-07-01,Cuyo,No residentes,54148,""
2013-07-01,Córdoba,Residentes,414177,""
2013-07-01,Córdoba,No residentes,18770,""
2013-07-01,Litoral,Residentes,428631,""
2013-07-01,Litoral,No residentes,48496,""
2013-07-01,Norte,Residentes,542957,""
2013-07-01,Norte,No residentes,24554,""
2013-07-01,Patagonia,Residentes,685709,""
2013-07-01,Patagonia,No residentes,213697,""
2013-08-01,Buenos Aires,Residentes,246164,""
2013-08-01,Buenos Aires,No residentes,1785,""
2013-08-01,CABA,Residentes,489927,""
2013-08-01,CABA,No residentes,457370,""
2013-08-01,Cuyo,Residentes,304623,""
2013-08-01,Cuyo,No residentes,50659,""
2013-08-01,Córdoba,Residentes,252704,""
2013-08-01,Córdoba,No residentes,13888,""
2013-08-01,Litoral,Residentes,368509,""
2013-08-01,Litoral,No residentes,41918,""
2013-08-01,Norte,Residentes,373313,""
2013-08-01,Norte,No residentes,27352,""
2013-08-01,Patagonia,Residentes,604652,""
2013-08-01,Patagonia,No residentes,167098,""
2013-09-01,Buenos Aires,Residentes,281317,""
2013-09-01,Buenos Aires,No residentes,3054,""
2013-09-01,CABA,Residentes,512655,""
2013-09-01,CABA,No residentes,501218,""
2013-09-01,Cuyo,Residentes,305001,""
2013-09-01,Cuyo,No residentes,54928,""
2013-09-01,Córdoba,Residentes,267091,""
2013-09-01,Córdoba,No residentes,12777,""
2013-09-01,Litoral,Residentes,387723,""
2013-09-01,Litoral,No residentes,46870,""
2013-09-01,Norte,Residentes,346520,""
2013-09-01,Norte,No residentes,26146,""
2013-09-01,Patagonia,Residentes,628117,""
2013-09-01,Patagonia,No residentes,159190,""
2013-10-01,Buenos Aires,Residentes,390045,""
2013-10-01,Buenos Aires,No residentes,3480,""
2013-10-01,CABA,Residentes,537453,""
2013-10-01,CABA,No residentes,536742,""
2013-10-01,Cuyo,Residentes,320467,""
2013-10-01,Cuyo,No residentes,61587,""
2013-10-01,Córdoba,Residentes,340008,""
2013-10-01,Córdoba,No residentes,15107,""
2013-10-01,Litoral,Residentes,381789,""
2013-10-01,Litoral,No residentes,55858,""
2013-10-01,Norte,Residentes,315106,""
2013-10-01,Norte,No residentes,31226,""
2013-10-01,Patagonia,Residentes,509111,""
2013-10-01,Patagonia,No residentes,127137,""
2013-11-01,Buenos Aires,Residentes,582563,""
2013-11-01,Buenos Aires,No residentes,7637,""
2013-11-01,CABA,Residentes,549755,""
2013-11-01,CABA,No residentes,583819,""
2013-11-01,Cuyo,Residentes,285861,""
2013-11-01,Cuyo,No residentes,59068,""
2013-11-01,Córdoba,Residentes,340591,""
2013-11-01,Córdoba,No residentes,12912,""
2013-11-01,Litoral,Residentes,354591,""
2013-11-01,Litoral,No residentes,58286,""
2013-11-01,Norte,Residentes,268250,""
2013-11-01,Norte,No residentes,45277,""
2013-11-01,Patagonia,Residentes,452451,""
2013-11-01,Patagonia,No residentes,207958,""
2013-12-01,Buenos Aires,Residentes,571669,""
2013-12-01,Buenos Aires,No residentes,6153,""
2013-12-01,CABA,Residentes,455893,""
2013-12-01,CABA,No residentes,525461,""
2013-12-01,Cuyo,Residentes,221327,""
2013-12-01,Cuyo,No residentes,48353,""
2013-12-01,Córdoba,Residentes,371149,""
2013-12-01,Córdoba,No residentes,14976,""
2013-12-01,Litoral,Residentes,292572,""
2013-12-01,Litoral,No residentes,57361,""
2013-12-01,Norte,Residentes,189884,""
2013-12-01,Norte,No residentes,32358,""
2013-12-01,Patagonia,Residentes,482491,""
2013-12-01,Patagonia,No residentes,238364,""
2014-01-01,Buenos Aires,Residentes,1743557,""
2014-01-01,Buenos Aires,No residentes,12378,""
2014-01-01,CABA,Residentes,378701,""
2014-01-01,CABA,No residentes,496371,""
2014-01-01,Cuyo,Residentes,373857,""
2014-01-01,Cuyo,No residentes,62586,""
2014-01-01,Córdoba,Residentes,884331,""
2014-01-01,Córdoba,No residentes,13939,""
2014-01-01,Litoral,Residentes,453261,""
2014-01-01,Litoral,No residentes,76349,""
2014-01-01,Norte,Residentes,302461,""
2014-01-01,Norte,No residentes,51480,""
2014-01-01,Patagonia,Residentes,899037,""
2014-01-01,Patagonia,No residentes,302788,""
2014-02-01,Buenos Aires,Residentes,1368989,""
2014-02-01,Buenos Aires,No residentes,7793,""
2014-02-01,CABA,Residentes,385938,""
2014-02-01,CABA,No residentes,433963,""
2014-02-01,Cuyo,Residentes,337831,""
2014-02-01,Cuyo,No residentes,67975,""
2014-02-01,Córdoba,Residentes,658232,""
2014-02-01,Córdoba,No residentes,12815,""
2014-02-01,Litoral,Residentes,428669,""
2014-02-01,Litoral,No residentes,62004,""
2014-02-01,Norte,Residentes,253230,""
2014-02-01,Norte,No residentes,39449,""
2014-02-01,Patagonia,Residentes,689958,""
2014-02-01,Patagonia,No residentes,272327,""
2014-03-01,Buenos Aires,Residentes,688870,""
2014-03-01,Buenos Aires,No residentes,3830,""
2014-03-01,CABA,Residentes,463574,""
2014-03-01,CABA,No residentes,552698,""
2014-03-01,Cuyo,Residentes,306046,""
2014-03-01,Cuyo,No residentes,62510,""
2014-03-01,Córdoba,Residentes,415561,""
2014-03-01,Córdoba,No residentes,14520,""
2014-03-01,Litoral,Residentes,413419,""
2014-03-01,Litoral,No residentes,58864,""
2014-03-01,Norte,Residentes,251826,""
2014-03-01,Norte,No residentes,49611,""
2014-03-01,Patagonia,Residentes,480739,""
2014-03-01,Patagonia,No residentes,183013,""
2014-04-01,Buenos Aires,Residentes,330956,""
2014-04-01,Buenos Aires,No residentes,4099,""
2014-04-01,CABA,Residentes,450797,""
2014-04-01,CABA,No residentes,520830,""
2014-04-01,Cuyo,Residentes,255377,""
2014-04-01,Cuyo,No residentes,54957,""
2014-04-01,Córdoba,Residentes,315651,""
