indice_tiempo,region_de_destino,origen_viajeros,estadia_media_en_noches,observaciones
2020-11-01,Córdoba,Residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-11-01,Córdoba,No residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-11-01,Litoral,Total,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-11-01,Litoral,Residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-11-01,Litoral,No residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-11-01,Norte,Total,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-11-01,Norte,Residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-11-01,Norte,No residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-11-01,Patagonia,Total,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-11-01,Patagonia,Residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-11-01,Patagonia,No residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-12-01,Buenos Aires,Total,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-12-01,Buenos Aires,Residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-12-01,Buenos Aires,No residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-12-01,CABA,Total,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-12-01,CABA,Residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-12-01,CABA,No residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-12-01,Cuyo,Total,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-12-01,Cuyo,Residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-12-01,Cuyo,No residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-12-01,Córdoba,Total,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-12-01,Córdoba,Residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-12-01,Córdoba,No residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-12-01,Litoral,Total,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-12-01,Litoral,Residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-12-01,Litoral,No residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-12-01,Norte,Total,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-12-01,Norte,Residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-12-01,Norte,No residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-12-01,Patagonia,Total,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-12-01,Patagonia,Residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-12-01,Patagonia,No residentes,,Emergencia sanitaria. La información por categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-01-01,Buenos Aires,Total,4,""
2021-01-01,Buenos Aires,Residentes,4,""
2021-01-01,Buenos Aires,No residentes,3.1,""
2021-01-01,CABA,Total,2.2,""
2021-01-01,CABA,Residentes,2.3,""
2021-01-01,CABA,No residentes,1.7,""
2021-01-01,Cuyo,Total,2.7,""
2021-01-01,Cuyo,Residentes,2.7,""
2021-01-01,Cuyo,No residentes,2.5,""
2021-01-01,Córdoba,Total,3.4,""
2021-01-01,Córdoba,Residentes,3.4,""
2021-01-01,Córdoba,No residentes,5.3,""
2021-01-01,Litoral,Total,2.3,""
2021-01-01,Litoral,Residentes,2.3,""
2021-01-01,Litoral,No residentes,2,""
2021-01-01,Norte,Total,2,""
2021-01-01,Norte,Residentes,2,""
2021-01-01,Norte,No residentes,2.1,""
2021-01-01,Patagonia,Total,3,""
2021-01-01,Patagonia,Residentes,3,""
2021-01-01,Patagonia,No residentes,2.4,""
2021-02-01,Buenos Aires,Total,3.9,""
2021-02-01,Buenos Aires,Residentes,3.9,""
2021-02-01,Buenos Aires,No residentes,2.8,""
2021-02-01,CABA,Total,2.5,""
2021-02-01,CABA,Residentes,2.6,""
2021-02-01,CABA,No residentes,1.8,""
2021-02-01,Cuyo,Total,2.7,""
2021-02-01,Cuyo,Residentes,2.7,""
2021-02-01,Cuyo,No residentes,2.2,""
2021-02-01,Córdoba,Total,3.3,""
2021-02-01,Córdoba,Residentes,3.3,""
2021-02-01,Córdoba,No residentes,2.6,""
2021-02-01,Litoral,Total,2.1,""
2021-02-01,Litoral,Residentes,2.1,""
2021-02-01,Litoral,No residentes,1.6,""
2021-02-01,Norte,Total,1.9,""
2021-02-01,Norte,Residentes,1.9,""
2021-02-01,Norte,No residentes,2.4,""
2021-02-01,Patagonia,Total,2.8,""
2021-02-01,Patagonia,Residentes,2.8,""
2021-02-01,Patagonia,No residentes,3.1,""
2021-03-01,Buenos Aires,Total,3.1,""
2021-03-01,Buenos Aires,Residentes,3.1,""
2021-03-01,Buenos Aires,No residentes,2.6,""
2021-03-01,CABA,Total,2.5,""
2021-03-01,CABA,Residentes,2.6,""
2021-03-01,CABA,No residentes,2,""
2021-03-01,Cuyo,Total,2.5,""
2021-03-01,Cuyo,Residentes,2.5,""
2021-03-01,Cuyo,No residentes,2.1,""
2021-03-01,Córdoba,Total,2.9,""
2021-03-01,Córdoba,Residentes,2.9,""
2021-03-01,Córdoba,No residentes,3.6,""
2021-03-01,Litoral,Total,2,""
2021-03-01,Litoral,Residentes,2,""
2021-03-01,Litoral,No residentes,2.2,""
2021-03-01,Norte,Total,1.9,""
2021-03-01,Norte,Residentes,1.9,""
2021-03-01,Norte,No residentes,2.3,""
2021-03-01,Patagonia,Total,2.7,""
2021-03-01,Patagonia,Residentes,2.7,""
2021-03-01,Patagonia,No residentes,3.3,""
2021-04-01,Buenos Aires,Total,2.6,""
2021-04-01,Buenos Aires,Residentes,2.6,""
2021-04-01,Buenos Aires,No residentes,2.1,""
2021-04-01,CABA,Total,2.7,""
2021-04-01,CABA,Residentes,2.8,""
2021-04-01,CABA,No residentes,2.1,""
2021-04-01,Cuyo,Total,2.4,""
2021-04-01,Cuyo,Residentes,2.4,""
2021-04-01,Cuyo,No residentes,1.9,""
2021-04-01,Córdoba,Total,2.5,""
2021-04-01,Córdoba,Residentes,2.5,""
2021-04-01,Córdoba,No residentes,2.5,""
2021-04-01,Litoral,Total,2,""
2021-04-01,Litoral,Residentes,2,""
2021-04-01,Litoral,No residentes,4.1,""
2021-04-01,Norte,Total,1.9,""
2021-04-01,Norte,Residentes,1.9,""
2021-04-01,Norte,No residentes,2,""
2021-04-01,Patagonia,Total,2.7,""
2021-04-01,Patagonia,Residentes,2.7,""
2021-04-01,Patagonia,No residentes,2,""
2021-05-01,Buenos Aires,Total,2.4,""
2021-05-01,Buenos Aires,Residentes,2.4,""
2021-05-01,Buenos Aires,No residentes,2.2,""
2021-05-01,CABA,Total,2.5,""
2021-05-01,CABA,Residentes,2.6,""
2021-05-01,CABA,No residentes,1.9,""
2021-05-01,Cuyo,Total,2.1,""
2021-05-01,Cuyo,Residentes,2.1,""
2021-05-01,Cuyo,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-05-01,Córdoba,Total,2.2,""
2021-05-01,Córdoba,Residentes,2.2,""
2021-05-01,Córdoba,No residentes,2.3,""
2021-05-01,Litoral,Total,1.9,""
2021-05-01,Litoral,Residentes,1.9,""
2021-05-01,Litoral,No residentes,8.3,""
2021-05-01,Norte,Total,1.9,""
2021-05-01,Norte,Residentes,1.9,""
2021-05-01,Norte,No residentes,4.1,""
2021-05-01,Patagonia,Total,2.2,""
2021-05-01,Patagonia,Residentes,2.2,""
2021-05-01,Patagonia,No residentes,2.6,""
2021-06-01,Buenos Aires,Total,2.5,""
2021-06-01,Buenos Aires,Residentes,2.5,""
2021-06-01,Buenos Aires,No residentes,2.6,""
2021-06-01,CABA,Total,2.3,""
2021-06-01,CABA,Residentes,2.3,""
2021-06-01,CABA,No residentes,1.9,""
2021-06-01,Cuyo,Total,2.4,""
2021-06-01,Cuyo,Residentes,2.4,""
2021-06-01,Cuyo,No residentes,2.6,""
2021-06-01,Córdoba,Total,2.4,""
2021-06-01,Córdoba,Residentes,2.4,""
2021-06-01,Córdoba,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-06-01,Litoral,Total,1.9,""
2021-06-01,Litoral,Residentes,1.9,""
2021-06-01,Litoral,No residentes,4.1,""
2021-06-01,Norte,Total,1.9,""
2021-06-01,Norte,Residentes,1.9,""
2021-06-01,Norte,No residentes,4.5,""
2021-06-01,Patagonia,Total,2.3,""
2021-06-01,Patagonia,Residentes,2.3,""
2021-06-01,Patagonia,No residentes,7,""
2021-07-01,Buenos Aires,Total,3,""
2021-07-01,Buenos Aires,Residentes,3,""
2021-07-01,Buenos Aires,No residentes,2.9,""
2021-07-01,CABA,Total,2.3,""
2021-07-01,CABA,Residentes,2.3,""
2021-07-01,CABA,No residentes,1.8,""
2021-07-01,Cuyo,Total,2.4,""
2021-07-01,Cuyo,Residentes,2.4,""
2021-07-01,Cuyo,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-07-01,Córdoba,Total,2.8,""
2021-07-01,Córdoba,Residentes,2.8,""
2021-07-01,Córdoba,No residentes,6.3,""
2021-07-01,Litoral,Total,2,""
2021-07-01,Litoral,Residentes,2,""
2021-07-01,Litoral,No residentes,5.5,""
2021-07-01,Norte,Total,1.9,""
2021-07-01,Norte,Residentes,1.9,""
2021-07-01,Norte,No residentes,2.2,""
2021-07-01,Patagonia,Total,3,""
2021-07-01,Patagonia,Residentes,3,""
2021-07-01,Patagonia,No residentes,5.4,""
2021-08-01,Buenos Aires,Total,2.4,""
2021-08-01,Buenos Aires,Residentes,2.4,""
2021-08-01,Buenos Aires,No residentes,5.6,""
2021-08-01,CABA,Total,2.3,""
2021-08-01,CABA,Residentes,2.3,""
2021-08-01,CABA,No residentes,2.1,""
2021-08-01,Cuyo,Total,2.3,""
2021-08-01,Cuyo,Residentes,2.3,""
2021-08-01,Cuyo,No residentes,1.5,""
2021-08-01,Córdoba,Total,2.4,""
2021-08-01,Córdoba,Residentes,2.4,""
2021-08-01,Córdoba,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-08-01,Litoral,Total,1.9,""
2021-08-01,Litoral,Residentes,1.9,""
2021-08-01,Litoral,No residentes,4.2,""
2021-08-01,Norte,Total,1.8,""
2021-08-01,Norte,Residentes,1.8,""
2021-08-01,Norte,No residentes,2.1,""
2021-08-01,Patagonia,Total,2.9,""
2021-08-01,Patagonia,Residentes,2.9,""
2021-08-01,Patagonia,No residentes,3.9,""
2021-09-01,Buenos Aires,Total,2.5,""
2021-09-01,Buenos Aires,Residentes,2.5,""
2021-09-01,Buenos Aires,No residentes,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2021-09-01,CABA,Total,2.3,""
2021-09-01,CABA,Residentes,2.3,""
2021-09-01,CABA,No residentes,2.2,""
2021-09-01,Cuyo,Total,2.3,""
2021-09-01,Cuyo,Residentes,2.3,""
2021-09-01,Cuyo,No residentes,2.4,""
2021-09-01,Córdoba,Total,2.4,""
2021-09-01,Córdoba,Residentes,2.4,""
2021-09-01,Córdoba,No residentes,4.8,""
2021-09-01,Litoral,Total,2,""
2021-09-01,Litoral,Residentes,2,""
2021-09-01,Litoral,No residentes,5.2,""
2021-09-01,Norte,Total,1.8,""
2021-09-01,Norte,Residentes,1.8,""
2021-09-01,Norte,No residentes,2.2,""
2021-09-01,Patagonia,Total,3,""
2021-09-01,Patagonia,Residentes,3,""
2021-09-01,Patagonia,No residentes,3.8,""
2021-10-01,Buenos Aires,Total,2.8,""
2021-10-01,Buenos Aires,Residentes,2.8,""
2021-10-01,Buenos Aires,No residentes,1.6,""
2021-10-01,CABA,Total,2.1,""
2021-10-01,CABA,Residentes,2.2,""
2021-10-01,CABA,No residentes,2,""
2021-10-01,Cuyo,Total,2.3,""
2021-10-01,Cuyo,Residentes,2.3,""
2021-10-01,Cuyo,No residentes,2.7,""
2021-10-01,Córdoba,Total,2.5,""
2021-10-01,Córdoba,Residentes,2.5,""
2021-10-01,Córdoba,No residentes,2.5,""
2021-10-01,Litoral,Total,2.1,""
2021-10-01,Litoral,Residentes,2,""
2021-10-01,Litoral,No residentes,3.6,""
2021-10-01,Norte,Total,1.8,""
2021-10-01,Norte,Residentes,1.8,""
2021-10-01,Norte,No residentes,1.8,""
2021-10-01,Patagonia,Total,3,""
2021-10-01,Patagonia,Residentes,3,""
2021-10-01,Patagonia,No residentes,2,""
2021-11-01,Buenos Aires,Total,3.2,""
2021-11-01,Buenos Aires,Residentes,3.2,""
2021-11-01,Buenos Aires,No residentes,2.5,""
2021-11-01,CABA,Total,2.1,""
2021-11-01,CABA,Residentes,2.1,""
2021-11-01,CABA,No residentes,2.3,""
2021-11-01,Cuyo,Total,2.2,""
2021-11-01,Cuyo,Residentes,2.2,""
2021-11-01,Cuyo,No residentes,2.5,""
2021-11-01,Córdoba,Total,2.5,""
2021-11-01,Córdoba,Residentes,2.5,""
2021-11-01,Córdoba,No residentes,2.4,""
2021-11-01,Litoral,Total,2,""
2021-11-01,Litoral,Residentes,2,""
2021-11-01,Litoral,No residentes,3.2,""
2021-11-01,Norte,Total,1.9,""
2021-11-01,Norte,Residentes,1.9,""
2021-11-01,Norte,No residentes,2.1,""
2021-11-01,Patagonia,Total,3,""
2021-11-01,Patagonia,Residentes,3,""
2021-11-01,Patagonia,No residentes,2.3,""
2021-12-01,Buenos Aires,Total,3.8,""
2021-12-01,Buenos Aires,Residentes,3.8,""
2021-12-01,Buenos Aires,No residentes,5.4,""
2021-12-01,CABA,Total,2.2,""
2021-12-01,CABA,Residentes,2.1,""
2021-12-01,CABA,No residentes,2.2,""
2021-12-01,Cuyo,Total,2.4,""
2021-12-01,Cuyo,Residentes,2.4,""
2021-12-01,Cuyo,No residentes,2.4,""
2021-12-01,Córdoba,Total,2.7,""
2021-12-01,Córdoba,Residentes,2.7,""
2021-12-01,Córdoba,No residentes,2.1,""
2021-12-01,Litoral,Total,1.9,""
2021-12-01,Litoral,Residentes,1.9,""
2021-12-01,Litoral,No residentes,2.3,""
2021-12-01,Norte,Total,1.9,""
2021-12-01,Norte,Residentes,1.9,""
2021-12-01,Norte,No residentes,2.2,""
2021-12-01,Patagonia,Total,2.9,""
2021-12-01,Patagonia,Residentes,3,""
2021-12-01,Patagonia,No residentes,2.4,""
2022-01-01,Buenos Aires,Total,4.9,""
2022-01-01,Buenos Aires,Residentes,4.9,""
2022-01-01,Buenos Aires,No residentes,3.6,""
2022-01-01,CABA,Total,2.3,""
2022-01-01,CABA,Residentes,2.3,""
2022-01-01,CABA,No residentes,2.5,""
2022-01-01,Cuyo,Total,2.9,""
2022-01-01,Cuyo,Residentes,2.9,""
2022-01-01,Cuyo,No residentes,2.6,""
2022-01-01,Córdoba,Total,3.5,""
2022-01-01,Córdoba,Residentes,3.5,""
2022-01-01,Córdoba,No residentes,2,""
2022-01-01,Litoral,Total,2.2,""
2022-01-01,Litoral,Residentes,2.2,""
2022-01-01,Litoral,No residentes,2.2,""
2022-01-01,Norte,Total,1.8,""
2022-01-01,Norte,Residentes,1.8,""
2022-01-01,Norte,No residentes,2,""
2022-01-01,Patagonia,Total,2.9,""
2022-01-01,Patagonia,Residentes,3,""
2022-01-01,Patagonia,No residentes,2.4,""
2022-02-01,Buenos Aires,Total,4.9,""
2022-02-01,Buenos Aires,Residentes,4.9,""
2022-02-01,Buenos Aires,No residentes,3.2,""
2022-02-01,CABA,Total,2.3,""
2022-02-01,CABA,Residentes,2.3,""
2022-02-01,CABA,No residentes,2.4,""
2022-02-01,Cuyo,Total,2.8,""
2022-02-01,Cuyo,Residentes,2.9,""
2022-02-01,Cuyo,No residentes,2.5,""
2022-02-01,Córdoba,Total,3.4,""
2022-02-01,Córdoba,Residentes,3.4,""
2022-02-01,Córdoba,No residentes,2.3,""
2022-02-01,Litoral,Total,2.3,""
2022-02-01,Litoral,Residentes,2.3,""
2022-02-01,Litoral,No residentes,2.3,""
2022-02-01,Norte,Total,1.9,""
2022-02-01,Norte,Residentes,1.9,""
2022-02-01,Norte,No residentes,1.9,""
2022-02-01,Patagonia,Total,2.8,""
2022-02-01,Patagonia,Residentes,2.8,""
2022-02-01,Patagonia,No residentes,2.4,""
2022-03-01,Buenos Aires,Total,3.8,""
2022-03-01,Buenos Aires,Residentes,3.8,""
2022-03-01,Buenos Aires,No residentes,2.4,""
2022-03-01,CABA,Total,2.3,""
2022-03-01,CABA,Residentes,2.3,""
2022-03-01,CABA,No residentes,2.4,""
2022-03-01,Cuyo,Total,2.4,""
2022-03-01,Cuyo,Residentes,2.4,""
2022-03-01,Cuyo,No residentes,2.7,""
2022-03-01,Córdoba,Total,2.7,""
2022-03-01,Córdoba,Residentes,2.7,""
2022-03-01,Córdoba,No residentes,2.2,""
2022-03-01,Litoral,Total,2,""
2022-03-01,Litoral,Residentes,2,""
2022-03-01,Litoral,No residentes,2.4,""
2022-03-01,Norte,Total,1.9,""
2022-03-01,Norte,Residentes,1.9,""
2022-03-01,Norte,No residentes,1.9,""
2022-03-01,Patagonia,Total,2.7,""
2022-03-01,Patagonia,Residentes,2.7,""
2022-03-01,Patagonia,No residentes,2.5,""
2022-04-01,Buenos Aires,Total,2.9,""
2022-04-01,Buenos Aires,Residentes,2.9,""
2022-04-01,Buenos Aires,No residentes,2,""
2022-04-01,CABA,Total,2.3,""
2022-04-01,CABA,Residentes,2.2,""
2022-04-01,CABA,No residentes,2.5,""
2022-04-01,Cuyo,Total,2.2,""
2022-04-01,Cuyo,Residentes,2.2,""
2022-04-01,Cuyo,No residentes,2.5,""
2022-04-01,Córdoba,Total,2.6,""
2022-04-01,Córdoba,Residentes,2.6,""
2022-04-01,Córdoba,No residentes,2.3,""
2022-04-01,Litoral,Total,2.1,""
2022-04-01,Litoral,Residentes,2.1,""
2022-04-01,Litoral,No residentes,2.3,""
2022-04-01,Norte,Total,2.1,""
2022-04-01,Norte,Residentes,2,""
2022-04-01,Norte,No residentes,2.5,""
2022-04-01,Patagonia,Total,2.4,""
2022-04-01,Patagonia,Residentes,2.4,""
2022-04-01,Patagonia,No residentes,2.6,""
2022-05-01,Buenos Aires,Total,2.5,""
2022-05-01,Buenos Aires,Residentes,2.5,""
2022-05-01,Buenos Aires,No residentes,2.6,""
2022-05-01,CABA,Total,2.2,""
2022-05-01,CABA,Residentes,2.2,""
2022-05-01,CABA,No residentes,2.4,""
2022-05-01,Cuyo,Total,2.2,""
2022-05-01,Cuyo,Residentes,2.1,""
2022-05-01,Cuyo,No residentes,2.8,""
2022-05-01,Córdoba,Total,2,""
2022-05-01,Córdoba,Residentes,2,""
2022-05-01,Córdoba,No residentes,2.4,""
2022-05-01,Litoral,Total,2,""
2022-05-01,Litoral,Residentes,2,""
2022-05-01,Litoral,No residentes,2.3,""
2022-05-01,Norte,Total,2,""
2022-05-01,Norte,Residentes,2,""
2022-05-01,Norte,No residentes,1.9,""
2022-05-01,Patagonia,Total,2.5,""
2022-05-01,Patagonia,Residentes,2.5,""
2022-05-01,Patagonia,No residentes,2.8,""
2022-06-01,Buenos Aires,Total,2.5,""
2022-06-01,Buenos Aires,Residentes,2.5,""
2022-06-01,Buenos Aires,No residentes,2.1,""
2022-06-01,CABA,Total,2.2,""
2022-06-01,CABA,Residentes,2.2,""
2022-06-01,CABA,No residentes,2.3,""
2022-06-01,Cuyo,Total,2.2,""
2022-06-01,Cuyo,Residentes,2.1,""
2022-06-01,Cuyo,No residentes,2.2,""
2022-06-01,Córdoba,Total,2.2,""
2022-06-01,Córdoba,Residentes,2.2,""
2022-06-01,Córdoba,No residentes,2.2,""
2022-06-01,Litoral,Total,2,""
2022-06-01,Litoral,Residentes,2,""
2022-06-01,Litoral,No residentes,2.4,""
2022-06-01,Norte,Total,2,""
2022-06-01,Norte,Residentes,2,""
2022-06-01,Norte,No residentes,2,""
2022-06-01,Patagonia,Total,2.6,""
2022-06-01,Patagonia,Residentes,2.6,""
2022-06-01,Patagonia,No residentes,3,""
2022-07-01,Buenos Aires,Total,2.9,""
2022-07-01,Buenos Aires,Residentes,2.9,""
2022-07-01,Buenos Aires,No residentes,2.7,""
2022-07-01,CABA,Total,2.3,""
2022-07-01,CABA,Residentes,2.2,""
2022-07-01,CABA,No residentes,2.4,""
2022-07-01,Cuyo,Total,2.4,""
2022-07-01,Cuyo,Residentes,2.4,""
2022-07-01,Cuyo,No residentes,2.3,""
2022-07-01,Córdoba,Total,2.7,""
2022-07-01,Córdoba,Residentes,2.7,""
2022-07-01,Córdoba,No residentes,2.3,""
2022-07-01,Litoral,Total,2.2,""
2022-07-01,Litoral,Residentes,2.2,""
2022-07-01,Litoral,No residentes,2.3,""
2022-07-01,Norte,Total,2.1,""
2022-07-01,Norte,Residentes,2.1,""
2022-07-01,Norte,No residentes,1.8,""
2022-07-01,Patagonia,Total,3.1,""
2022-07-01,Patagonia,Residentes,3,""
2022-07-01,Patagonia,No residentes,3.4,""
2022-08-01,Buenos Aires,Total,2.6,""
2022-08-01,Buenos Aires,Residentes,2.6,""
2022-08-01,Buenos Aires,No residentes,2.3,""
2022-08-01,CABA,Total,2.2,""
2022-08-01,CABA,Residentes,2.1,""
2022-08-01,CABA,No residentes,2.3,""
2022-08-01,Cuyo,Total,2.3,""
2022-08-01,Cuyo,Residentes,2.3,""
2022-08-01,Cuyo,No residentes,2.3,""
2022-08-01,Córdoba,Total,2.2,""
2022-08-01,Córdoba,Residentes,2.2,""
2022-08-01,Córdoba,No residentes,2.2,""
2022-08-01,Litoral,Total,2,""
2022-08-01,Litoral,Residentes,2,""
2022-08-01,Litoral,No residentes,2.3,""
2022-08-01,Norte,Total,2,""
2022-08-01,Norte,Residentes,2,""
2022-08-01,Norte,No residentes,1.8,""
2022-08-01,Patagonia,Total,3,""
2022-08-01,Patagonia,Residentes,3,""
2022-08-01,Patagonia,No residentes,3.1,""
2022-09-01,Buenos Aires,Total,2.6,""
2022-09-01,Buenos Aires,Residentes,2.6,""
2022-09-01,Buenos Aires,No residentes,1.9,""
2022-09-01,CABA,Total,2.2,""
2022-09-01,CABA,Residentes,2.2,""
2022-09-01,CABA,No residentes,2.3,""
2022-09-01,Cuyo,Total,2.3,""
2022-09-01,Cuyo,Residentes,2.3,""
2022-09-01,Cuyo,No residentes,2.5,""
2022-09-01,Córdoba,Total,2.2,""
2022-09-01,Córdoba,Residentes,2.2,""
2022-09-01,Córdoba,No residentes,2.4,""
2022-09-01,Litoral,Total,1.9,""
2022-09-01,Litoral,Residentes,1.9,""
2022-09-01,Litoral,No residentes,2.2,""
2022-09-01,Norte,Total,1.9,""
2022-09-01,Norte,Residentes,1.9,""
2022-09-01,Norte,No residentes,2,""
2022-09-01,Patagonia,Total,3,""
2022-09-01,Patagonia,Residentes,3,""
2022-09-01,Patagonia,No residentes,3,""
2022-10-01,Buenos Aires,Total,3.2,""
2022-10-01,Buenos Aires,Residentes,3.2,""
2022-10-01,Buenos Aires,No residentes,2.2,""
2022-10-01,CABA,Total,2.2,""
2022-10-01,CABA,Residentes,2.2,""
2022-10-01,CABA,No residentes,2.3,""
2022-10-01,Cuyo,Total,2.3,""
2022-10-01,Cuyo,Residentes,2.3,""
2022-10-01,Cuyo,No residentes,2.6,""
2022-10-01,Córdoba,Total,2.4,""
2022-10-01,Córdoba,Residentes,2.4,""
2022-10-01,Córdoba,No residentes,2.1,""
2022-10-01,Litoral,Total,1.9,""
2022-10-01,Litoral,Residentes,1.9,""
2022-10-01,Litoral,No residentes,2.1,""
2022-10-01,Norte,Total,1.9,""
2022-10-01,Norte,Residentes,1.9,""
2022-10-01,Norte,No residentes,2,""
2022-10-01,Patagonia,Total,2.7,""
2022-10-01,Patagonia,Residentes,2.8,""
2022-10-01,Patagonia,No residentes,2.5,""
2022-11-01,Buenos Aires,Total,3,""
2022-11-01,Buenos Aires,Residentes,3,""
2022-11-01,Buenos Aires,No residentes,2.4,""
2022-11-01,CABA,Total,2.2,""
2022-11-01,CABA,Residentes,2.2,""
2022-11-01,CABA,No residentes,2.3,""
2022-11-01,Cuyo,Total,2.3,""
2022-11-01,Cuyo,Residentes,2.3,""
2022-11-01,Cuyo,No residentes,2.3,""
2022-11-01,Córdoba,Total,2.6,""
2022-11-01,Córdoba,Residentes,2.6,""
2022-11-01,Córdoba,No residentes,2.2,""
2022-11-01,Litoral,Total,2,""
2022-11-01,Litoral,Residentes,1.9,""
2022-11-01,Litoral,No residentes,2.1,""
2022-11-01,Norte,Total,1.8,""
2022-11-01,Norte,Residentes,1.8,""
2022-11-01,Norte,No residentes,1.9,""
2022-11-01,Patagonia,Total,2.4,""
2022-11-01,Patagonia,Residentes,2.5,""
2022-11-01,Patagonia,No residentes,2.2,""
2022-12-01,Buenos Aires,Total,3.5,""
2022-12-01,Buenos Aires,Residentes,3.5,""
2022-12-01,Buenos Aires,No residentes,2.9,""
2022-12-01,CABA,Total,2.2,""
2022-12-01,CABA,Residentes,2.2,""
2022-12-01,CABA,No residentes,2.2,""
2022-12-01,Cuyo,Total,2.4,""
2022-12-01,Cuyo,Residentes,2.4,""
2022-12-01,Cuyo,No residentes,2.4,""
2022-12-01,Córdoba,Total,2.7,""
